"X","Cancer_type","Pathway","Gene"
1640,"HNSC","Purine Metabolism","PNP"
1641,"HNSC","Purine Metabolism","HPRT1"
1642,"HNSC","Purine Metabolism","GDA"
1643,"HNSC","Purine Metabolism","NUDT5"
1644,"HNSC","Purine Metabolism","PRPS1L1"
1645,"HNSC","Purine Metabolism","PPAT"
1646,"HNSC","Purine Metabolism","GART"
1647,"HNSC","Purine Metabolism","PFAS"
1648,"HNSC","Purine Metabolism","PAICS"
1649,"HNSC","Purine Metabolism","ADSL"
1650,"HNSC","Purine Metabolism","ATIC"
1651,"HNSC","Purine Metabolism","ITPA"
1652,"HNSC","Purine Metabolism","GMPS"
1653,"HNSC","Purine Metabolism","IMPDH1"
1654,"HNSC","Purine Metabolism","GMPR"
1655,"HNSC","Purine Metabolism","XDH"
1656,"HNSC","Purine Metabolism","ADSS"
1657,"HNSC","Purine Metabolism","AMPD1"
1658,"HNSC","Purine Metabolism","ADA"
1659,"HNSC","Purine Metabolism","AK1"
1660,"HNSC","Purine Metabolism","ATAD1"
1661,"HNSC","Purine Metabolism","PDE4D"
1662,"HNSC","Purine Metabolism","ADCY10"
1663,"HNSC","Purine Metabolism","GUCY1A2"
1664,"HNSC","Purine Metabolism","GUCY1B3"
1665,"HNSC","Purine Metabolism","PDE10A"
1666,"HNSC","Purine Metabolism","TXN"
1667,"HNSC","Purine Metabolism","RRM1"
1668,"HNSC","Purine Metabolism","RRM2"
1669,"HNSC","Purine Metabolism","HPRT1"
1670,"HNSC","Purine Metabolism","IMPDH1"
1671,"HNSC","Purine Metabolism","GMPS"
1672,"HNSC","Purine Metabolism","TPMT"
1673,"HNSC","Purine Metabolism","RAC1"
1674,"HNSC","Purine Metabolism","AOX1"
1675,"HNSC","Purine Metabolism","PPAT"
1676,"HNSC","Purine Metabolism","SLC29A2"
1677,"HNSC","Purine Metabolism","SLC28A3"
1678,"HNSC","Purine Metabolism","SLC29A1"
1679,"HNSC","Purine Metabolism","SLC28A2"
1680,"HNSC","Purine Metabolism","ABCC5"
1681,"HNSC","Purine Metabolism","ABCC4"
1682,"HNSC","Purine Metabolism","XDH"
1683,"HNSC","Purine Metabolism","ADK"
1684,"HNSC","Phosphatidylinositol Phosphate Metabolism","CDIPT"
1685,"HNSC","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
1686,"HNSC","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
1687,"HNSC","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
1688,"HNSC","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
1689,"HNSC","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
1690,"HNSC","Phosphatidylinositol Phosphate Metabolism",""
1691,"HNSC","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
1692,"HNSC","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
1693,"HNSC","Phosphatidylinositol Phosphate Metabolism","FIG4"
1694,"HNSC","Phosphatidylinositol Phosphate Metabolism","VAC14"
1695,"HNSC","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
1696,"HNSC","Phosphatidylinositol Phosphate Metabolism","INPP4B"
1697,"HNSC","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
1698,"HNSC","Phosphatidylinositol Phosphate Metabolism","INPP5D"
1699,"HNSC","Phosphatidylinositol Phosphate Metabolism","INPP5E"
1700,"HNSC","Phosphatidylinositol Phosphate Metabolism","PI4KA"
1701,"HNSC","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
1702,"HNSC","Phosphatidylinositol Phosphate Metabolism","ERBB2"
1703,"HNSC","Phosphatidylinositol Phosphate Metabolism",""
1704,"HNSC","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
1705,"HNSC","Phosphatidylinositol Phosphate Metabolism","PTEN"
1706,"HNSC","Phosphatidylinositol Phosphate Metabolism","PLCB1"
1707,"HNSC","Glutamate Metabolism","PIG59"
1708,"HNSC","Glutamate Metabolism","GLS2"
1709,"HNSC","Glutamate Metabolism","GFPT1"
1710,"HNSC","Glutamate Metabolism","GNPNAT1"
1711,"HNSC","Glutamate Metabolism","NAGK"
1712,"HNSC","Glutamate Metabolism","CAD"
1713,"HNSC","Glutamate Metabolism","CPS1"
1714,"HNSC","Glutamate Metabolism","PPAT"
1715,"HNSC","Glutamate Metabolism","GMPS"
1716,"HNSC","Glutamate Metabolism","NADSYN1"
1717,"HNSC","Glutamate Metabolism","ALDH4A1"
1718,"HNSC","Glutamate Metabolism","GPT"
1719,"HNSC","Glutamate Metabolism","GLUD1"
1720,"HNSC","Glutamate Metabolism","GOT2"
1721,"HNSC","Glutamate Metabolism","EARS2"
1722,"HNSC","Glutamate Metabolism","GCLC"
1723,"HNSC","Glutamate Metabolism","GCLM"
1724,"HNSC","Glutamate Metabolism","GSS"
1725,"HNSC","Glutamate Metabolism","GSR"
1726,"HNSC","Glutamate Metabolism","GAD1"
1727,"HNSC","Glutamate Metabolism","ABAT"
1728,"HNSC","Glutamate Metabolism","ALDH5A1"
1729,"HNSC","Glutamate Metabolism","QARS"
1730,"HNSC","Inositol Metabolism","ISYNA1"
1731,"HNSC","Inositol Metabolism","IPMK"
1732,"HNSC","Inositol Metabolism","ITPK1"
1733,"HNSC","Inositol Metabolism","IPPK"
1734,"HNSC","Inositol Metabolism","MINPP1"
1735,"HNSC","Inositol Metabolism","ITPKA"
1736,"HNSC","Inositol Metabolism","INPP5J"
1737,"HNSC","Inositol Metabolism","INPP1"
1738,"HNSC","Inositol Metabolism","IMPA1"
1739,"HNSC","Inositol Metabolism","MIOX"
1740,"HNSC","Inositol Metabolism","INPP4A"
1741,"HNSC","Inositol Metabolism","PLCD3"
1742,"HNSC","Inositol Metabolism","PIKFYVE"
1743,"HNSC","Inositol Metabolism","FIG4"
1744,"HNSC","Inositol Metabolism","VAC14"
1745,"HNSC","Inositol Metabolism","PI4KA"
1746,"HNSC","Inositol Metabolism","PIK3C3"
1747,"HNSC","Inositol Metabolism","PIK3R4"
1748,"HNSC","Inositol Metabolism",""
1749,"HNSC","Inositol Metabolism","AMBRA1"
1750,"HNSC","Inositol Metabolism","PIK3CA"
1751,"HNSC","Inositol Metabolism","PTPMT1"
1752,"HNSC","Nucleotide Excision Repair",""
1753,"HNSC","Nucleotide Excision Repair",""
1754,"HNSC","Nucleotide Excision Repair","ERCC2"
1755,"HNSC","Nucleotide Excision Repair",""
1756,"HNSC","Nucleotide Excision Repair",""
1757,"HNSC","Nucleotide Excision Repair","POLR1A"
1758,"HNSC","Nucleotide Excision Repair",""
1759,"HNSC","Nucleotide Excision Repair","ERCC4"
1760,"HNSC","Nucleotide Excision Repair","PAPD7"
1761,"HNSC","Nucleotide Excision Repair","POLE"
1762,"HNSC","Nucleotide Excision Repair","LIG1"
1763,"HNSC","Degradation of Superoxides","SOD3"
1764,"HNSC","Degradation of Superoxides","SOD1"
1765,"HNSC","Degradation of Superoxides","SOD2"
1766,"HNSC","Degradation of Superoxides","CAT"
1767,"HNSC","Degradation of Superoxides","TYRP1"
1768,"KICH","Retinol Metabolism","ADH1A"
1769,"KICH","Retinol Metabolism","RDH12"
1770,"KICH","Retinol Metabolism","DHRS4"
1771,"KICH","Retinol Metabolism","RDH16"
1772,"KICH","Retinol Metabolism","RDH8"
1773,"KICH","Retinol Metabolism","DHRS3"
1774,"KICH","Retinol Metabolism","DHRS9"
1775,"KICH","Retinol Metabolism","RDH11"
1776,"KICH","Retinol Metabolism","LRAT"
1777,"KICH","Retinol Metabolism","AWAT1"
1778,"KICH","Retinol Metabolism","DGAT1"
1779,"KICH","Retinol Metabolism","RPE65"
1780,"KICH","Retinol Metabolism","PNPLA4"
1781,"KICH","Retinol Metabolism","BCMO1"
1782,"KICH","Retinol Metabolism","ALDH1A1"
1783,"KICH","Retinol Metabolism","ALDH1A2"
1784,"KICH","Retinol Metabolism","CYP26A1"
1785,"KICH","Retinol Metabolism","RETSAT"
1786,"KICH","Retinol Metabolism","DNAJB11"
1787,"KICH","Retinol Metabolism","HSP90B1 "
1788,"KICH","Retinol Metabolism","HSPA5"
1789,"KICH","Retinol Metabolism","HYOU1 "
1790,"KICH","Retinol Metabolism","PDIA2"
1791,"KICH","Retinol Metabolism","PDIA4"
1792,"KICH","Retinol Metabolism","PDIA6"
1793,"KICH","Retinol Metabolism","PPIB"
1794,"KICH","Retinol Metabolism","SDF2L1"
1795,"KICH","Retinol Metabolism","UGT1A1"
1796,"KICH","Retinol Metabolism","ERP29"
1797,"KICH","Retinol Metabolism","CYP2A6"
1798,"KICH","Retinol Metabolism","CYP2A7"
1799,"KICH","Retinol Metabolism","CYP2A13"
1800,"KICH","Retinol Metabolism","CYP2B6"
1801,"KICH","Retinol Metabolism","CYP3A7"
1802,"KICH","Retinol Metabolism","CYP3A4"
1803,"KICH","Retinol Metabolism","CYP3A5"
1804,"KICH","Retinol Metabolism","CYP3A43"
1805,"KICH","Nucleotide Excision Repair",""
1806,"KICH","Nucleotide Excision Repair",""
1807,"KICH","Nucleotide Excision Repair","ERCC2"
1808,"KICH","Nucleotide Excision Repair",""
1809,"KICH","Nucleotide Excision Repair",""
1810,"KICH","Nucleotide Excision Repair","POLR1A"
1811,"KICH","Nucleotide Excision Repair",""
1812,"KICH","Nucleotide Excision Repair","ERCC4"
1813,"KICH","Nucleotide Excision Repair","PAPD7"
1814,"KICH","Nucleotide Excision Repair","POLE"
1815,"KICH","Nucleotide Excision Repair","LIG1"
1816,"KICH","Phosphatidylinositol Phosphate Metabolism","CDIPT"
1817,"KICH","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
1818,"KICH","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
1819,"KICH","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
1820,"KICH","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
1821,"KICH","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
1822,"KICH","Phosphatidylinositol Phosphate Metabolism",""
1823,"KICH","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
1824,"KICH","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
1825,"KICH","Phosphatidylinositol Phosphate Metabolism","FIG4"
1826,"KICH","Phosphatidylinositol Phosphate Metabolism","VAC14"
1827,"KICH","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
1828,"KICH","Phosphatidylinositol Phosphate Metabolism","INPP4B"
1829,"KICH","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
1830,"KICH","Phosphatidylinositol Phosphate Metabolism","INPP5D"
1831,"KICH","Phosphatidylinositol Phosphate Metabolism","INPP5E"
1832,"KICH","Phosphatidylinositol Phosphate Metabolism","PI4KA"
1833,"KICH","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
1834,"KICH","Phosphatidylinositol Phosphate Metabolism","ERBB2"
1835,"KICH","Phosphatidylinositol Phosphate Metabolism",""
1836,"KICH","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
1837,"KICH","Phosphatidylinositol Phosphate Metabolism","PTEN"
1838,"KICH","Phosphatidylinositol Phosphate Metabolism","PLCB1"
1839,"KICH","Mitochondrial Electron Transport Chain","SLC37A4"
1840,"KICH","Mitochondrial Electron Transport Chain","SLC25A4"
1841,"KICH","Mitochondrial Electron Transport Chain","ATP5G2"
1842,"KICH","Mitochondrial Electron Transport Chain","ATP5A1"
1843,"KICH","Mitochondrial Electron Transport Chain","ATP5E"
1844,"KICH","Mitochondrial Electron Transport Chain","ATP5B"
1845,"KICH","Mitochondrial Electron Transport Chain","ATP5F1"
1846,"KICH","Mitochondrial Electron Transport Chain","ATP5D"
1847,"KICH","Mitochondrial Electron Transport Chain","ATP5C1"
1848,"KICH","Mitochondrial Electron Transport Chain","MT-ATP6"
1849,"KICH","Mitochondrial Electron Transport Chain","GPD2"
1850,"KICH","Mitochondrial Electron Transport Chain","NDUFA1"
1851,"KICH","Mitochondrial Electron Transport Chain","SDHA"
1852,"KICH","Mitochondrial Electron Transport Chain","SDHB"
1853,"KICH","Mitochondrial Electron Transport Chain","SDHC"
1854,"KICH","Mitochondrial Electron Transport Chain","SDHD"
1855,"KICH","Mitochondrial Electron Transport Chain","CYCS"
1856,"KICH","Mitochondrial Electron Transport Chain","UQCRC1"
1857,"KICH","Mitochondrial Electron Transport Chain","MT-CO1"
1858,"KICH","Mitochondrial Electron Transport Chain","GPD1"
1859,"KICH","Mitochondrial Electron Transport Chain","GAPDH"
1860,"KICH","Trehalose Degradation","TREH"
1861,"KICH","Trehalose Degradation","SLC5A1"
1862,"KICH","Trehalose Degradation","SLC2A2"
1863,"KICH","Trehalose Degradation","GCK"
1864,"KICH","Trehalose Degradation","ATP1A1"
1865,"KICH","Trehalose Degradation","ATP1A2"
1866,"KICH","Trehalose Degradation","ATP1A3"
1867,"KICH","Trehalose Degradation","ATP1A4"
1868,"KICH","Trehalose Degradation","ATP1B1"
1869,"KICH","Trehalose Degradation","ATP1B2"
1870,"KICH","Trehalose Degradation","ATP1B3"
1871,"KICH","Trehalose Degradation",""
1872,"KICH","Trehalose Degradation","FXYD2"
1873,"KICH","Degradation of Superoxides","SOD3"
1874,"KICH","Degradation of Superoxides","SOD1"
1875,"KICH","Degradation of Superoxides","SOD2"
1876,"KICH","Degradation of Superoxides","CAT"
1877,"KICH","Degradation of Superoxides","TYRP1"
1878,"KIRC","Retinol Metabolism","ADH1A"
1879,"KIRC","Retinol Metabolism","RDH12"
1880,"KIRC","Retinol Metabolism","DHRS4"
1881,"KIRC","Retinol Metabolism","RDH16"
1882,"KIRC","Retinol Metabolism","RDH8"
1883,"KIRC","Retinol Metabolism","DHRS3"
1884,"KIRC","Retinol Metabolism","DHRS9"
1885,"KIRC","Retinol Metabolism","RDH11"
1886,"KIRC","Retinol Metabolism","LRAT"
1887,"KIRC","Retinol Metabolism","AWAT1"
1888,"KIRC","Retinol Metabolism","DGAT1"
1889,"KIRC","Retinol Metabolism","RPE65"
1890,"KIRC","Retinol Metabolism","PNPLA4"
1891,"KIRC","Retinol Metabolism","BCMO1"
1892,"KIRC","Retinol Metabolism","ALDH1A1"
1893,"KIRC","Retinol Metabolism","ALDH1A2"
1894,"KIRC","Retinol Metabolism","CYP26A1"
1895,"KIRC","Retinol Metabolism","RETSAT"
1896,"KIRC","Retinol Metabolism","DNAJB11"
1897,"KIRC","Retinol Metabolism","HSP90B1 "
1898,"KIRC","Retinol Metabolism","HSPA5"
1899,"KIRC","Retinol Metabolism","HYOU1 "
1900,"KIRC","Retinol Metabolism","PDIA2"
1901,"KIRC","Retinol Metabolism","PDIA4"
1902,"KIRC","Retinol Metabolism","PDIA6"
1903,"KIRC","Retinol Metabolism","PPIB"
1904,"KIRC","Retinol Metabolism","SDF2L1"
1905,"KIRC","Retinol Metabolism","UGT1A1"
1906,"KIRC","Retinol Metabolism","ERP29"
1907,"KIRC","Retinol Metabolism","CYP2A6"
1908,"KIRC","Retinol Metabolism","CYP2A7"
1909,"KIRC","Retinol Metabolism","CYP2A13"
1910,"KIRC","Retinol Metabolism","CYP2B6"
1911,"KIRC","Retinol Metabolism","CYP3A7"
1912,"KIRC","Retinol Metabolism","CYP3A4"
1913,"KIRC","Retinol Metabolism","CYP3A5"
1914,"KIRC","Retinol Metabolism","CYP3A43"
1915,"KIRC","Trehalose Degradation","TREH"
1916,"KIRC","Trehalose Degradation","SLC5A1"
1917,"KIRC","Trehalose Degradation","SLC2A2"
1918,"KIRC","Trehalose Degradation","GCK"
1919,"KIRC","Trehalose Degradation","ATP1A1"
1920,"KIRC","Trehalose Degradation","ATP1A2"
1921,"KIRC","Trehalose Degradation","ATP1A3"
1922,"KIRC","Trehalose Degradation","ATP1A4"
1923,"KIRC","Trehalose Degradation","ATP1B1"
1924,"KIRC","Trehalose Degradation","ATP1B2"
1925,"KIRC","Trehalose Degradation","ATP1B3"
1926,"KIRC","Trehalose Degradation",""
1927,"KIRC","Trehalose Degradation","FXYD2"
1928,"KIRC","Methionine Metabolism","SHMT1"
1929,"KIRC","Methionine Metabolism","MTHFR"
1930,"KIRC","Methionine Metabolism","MTR"
1931,"KIRC","Methionine Metabolism","CTH"
1932,"KIRC","Methionine Metabolism","CBS"
1933,"KIRC","Methionine Metabolism","BHMT"
1934,"KIRC","Methionine Metabolism","DNMT1"
1935,"KIRC","Methionine Metabolism","AMD1"
1936,"KIRC","Methionine Metabolism","SRM"
1937,"KIRC","Methionine Metabolism","MTAP"
1938,"KIRC","Methionine Metabolism","AHCY"
1939,"KIRC","Methionine Metabolism","IL4I1"
1940,"KIRC","Methionine Metabolism","MARS"
1941,"KIRC","Methionine Metabolism","MTFMT"
1942,"KIRC","Methionine Metabolism","MAT2A"
1943,"KIRC","Methionine Metabolism","MAT2B"
1944,"KIRC","Methionine Metabolism","CHDH"
1945,"KIRC","Methionine Metabolism","MSRB3"
1946,"KIRC","Methionine Metabolism","MSRB2"
1947,"KIRC","Purine Metabolism","NUDT2"
1948,"KIRC","Purine Metabolism","NME6"
1949,"KIRC","Purine Metabolism","ENTPD5"
1950,"KIRC","Purine Metabolism","ENTPD8"
1951,"KIRC","Purine Metabolism","GUK1"
1952,"KIRC","Purine Metabolism","NT5C2"
1953,"KIRC","Purine Metabolism","DGUOK"
1954,"KIRC","Purine Metabolism","APRT"
1955,"KIRC","Purine Metabolism","PNP"
1956,"KIRC","Purine Metabolism","HPRT1"
1957,"KIRC","Purine Metabolism","GDA"
1958,"KIRC","Purine Metabolism","NUDT5"
1959,"KIRC","Purine Metabolism","PRPS1L1"
1960,"KIRC","Purine Metabolism","PPAT"
1961,"KIRC","Purine Metabolism","GART"
1962,"KIRC","Purine Metabolism","PFAS"
1963,"KIRC","Purine Metabolism","PAICS"
1964,"KIRC","Purine Metabolism","ADSL"
1965,"KIRC","Purine Metabolism","ATIC"
1966,"KIRC","Purine Metabolism","ITPA"
1967,"KIRC","Purine Metabolism","GMPS"
1968,"KIRC","Purine Metabolism","IMPDH1"
1969,"KIRC","Purine Metabolism","GMPR"
1970,"KIRC","Purine Metabolism","XDH"
1971,"KIRC","Purine Metabolism","ADSS"
1972,"KIRC","Purine Metabolism","AMPD1"
1973,"KIRC","Purine Metabolism","ADA"
1974,"KIRC","Purine Metabolism","AK1"
1975,"KIRC","Purine Metabolism","ATAD1"
1976,"KIRC","Purine Metabolism","PDE4D"
1977,"KIRC","Purine Metabolism","ADCY10"
1978,"KIRC","Purine Metabolism","GUCY1A2"
1979,"KIRC","Purine Metabolism","GUCY1B3"
1980,"KIRC","Purine Metabolism","PDE10A"
1981,"KIRC","Purine Metabolism","TXN"
1982,"KIRC","Purine Metabolism","RRM1"
1983,"KIRC","Purine Metabolism","RRM2"
1984,"KIRC","Purine Metabolism","HPRT1"
1985,"KIRC","Purine Metabolism","IMPDH1"
1986,"KIRC","Purine Metabolism","GMPS"
1987,"KIRC","Purine Metabolism","TPMT"
1988,"KIRC","Purine Metabolism","RAC1"
1989,"KIRC","Purine Metabolism","AOX1"
1990,"KIRC","Purine Metabolism","PPAT"
1991,"KIRC","Purine Metabolism","SLC29A2"
1992,"KIRC","Purine Metabolism","SLC28A3"
1993,"KIRC","Purine Metabolism","SLC29A1"
1994,"KIRC","Purine Metabolism","SLC28A2"
1995,"KIRC","Purine Metabolism","ABCC5"
1996,"KIRC","Purine Metabolism","ABCC4"
1997,"KIRC","Purine Metabolism","XDH"
1998,"KIRC","Purine Metabolism","ADK"
1999,"KIRC","Phosphatidylinositol Phosphate Metabolism","CDIPT"
2000,"KIRC","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
2001,"KIRC","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
2002,"KIRC","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
2003,"KIRC","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
2004,"KIRC","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
2005,"KIRC","Phosphatidylinositol Phosphate Metabolism",""
2006,"KIRC","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
2007,"KIRC","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
2008,"KIRC","Phosphatidylinositol Phosphate Metabolism","FIG4"
2009,"KIRC","Phosphatidylinositol Phosphate Metabolism","VAC14"
2010,"KIRC","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
2011,"KIRC","Phosphatidylinositol Phosphate Metabolism","INPP4B"
2012,"KIRC","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
2013,"KIRC","Phosphatidylinositol Phosphate Metabolism","INPP5D"
2014,"KIRC","Phosphatidylinositol Phosphate Metabolism","INPP5E"
2015,"KIRC","Phosphatidylinositol Phosphate Metabolism","PI4KA"
2016,"KIRC","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
2017,"KIRC","Phosphatidylinositol Phosphate Metabolism","ERBB2"
2018,"KIRC","Phosphatidylinositol Phosphate Metabolism",""
2019,"KIRC","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
2020,"KIRC","Phosphatidylinositol Phosphate Metabolism","PTEN"
2021,"KIRC","Phosphatidylinositol Phosphate Metabolism","PLCB1"
2022,"KIRC","Warburg Effect","SLC2A2"
2023,"KIRC","Warburg Effect","HK2"
2024,"KIRC","Warburg Effect","GPI"
2025,"KIRC","Warburg Effect","PFKL"
2026,"KIRC","Warburg Effect","ALDOB"
2027,"KIRC","Warburg Effect","GAPDH"
2028,"KIRC","Warburg Effect","PGK1"
2029,"KIRC","Warburg Effect","PGAM2"
2030,"KIRC","Warburg Effect","ENO1"
2031,"KIRC","Warburg Effect","PKLR"
2032,"KIRC","Warburg Effect","MPC1"
2033,"KIRC","Warburg Effect","PC"
2034,"KIRC","Warburg Effect","PDHA1"
2035,"KIRC","Warburg Effect","PDHB"
2036,"KIRC","Warburg Effect","DLAT"
2037,"KIRC","Warburg Effect","DLD"
2038,"KIRC","Warburg Effect","CS"
2039,"KIRC","Warburg Effect","LDHAL6A"
2040,"KIRC","Warburg Effect","SLC16A1"
2041,"KIRC","Warburg Effect","ACO2"
2042,"KIRC","Warburg Effect","IDH3A"
2043,"KIRC","Warburg Effect","IDH3B"
2044,"KIRC","Warburg Effect","IDH3G"
2045,"KIRC","Warburg Effect","OGDH"
2046,"KIRC","Warburg Effect","DLST"
2047,"KIRC","Warburg Effect","SUCLG1"
2048,"KIRC","Warburg Effect","SUCLG2"
2049,"KIRC","Warburg Effect","SDHA"
2050,"KIRC","Warburg Effect","SDHB"
2051,"KIRC","Warburg Effect","SDHC"
2052,"KIRC","Warburg Effect","SDHD"
2053,"KIRC","Warburg Effect","FH"
2054,"KIRC","Warburg Effect","MDH1"
2055,"KIRC","Warburg Effect","GLUD1"
2056,"KIRC","Warburg Effect","GLS2"
2057,"KIRC","Warburg Effect","SLC1A5"
2058,"KIRC","Warburg Effect","TALDO1"
2059,"KIRC","Warburg Effect","TKT"
2060,"KIRC","Warburg Effect","RPIA"
2061,"KIRC","Warburg Effect","PGLS"
2062,"KIRC","Warburg Effect","G6PD"
2063,"KIRC","Warburg Effect","PGD"
2064,"KIRC","Warburg Effect",""
2065,"KIRC","Warburg Effect","ACO1"
2066,"KIRC","Warburg Effect","IDH1"
2067,"KIRC","Warburg Effect","PKM"
2068,"KIRC","Inositol Metabolism","ISYNA1"
2069,"KIRC","Inositol Metabolism","IPMK"
2070,"KIRC","Inositol Metabolism","ITPK1"
2071,"KIRC","Inositol Metabolism","IPPK"
2072,"KIRC","Inositol Metabolism","MINPP1"
2073,"KIRC","Inositol Metabolism","ITPKA"
2074,"KIRC","Inositol Metabolism","INPP5J"
2075,"KIRC","Inositol Metabolism","INPP1"
2076,"KIRC","Inositol Metabolism","IMPA1"
2077,"KIRC","Inositol Metabolism","MIOX"
2078,"KIRC","Inositol Metabolism","INPP4A"
2079,"KIRC","Inositol Metabolism","PLCD3"
2080,"KIRC","Inositol Metabolism","PIKFYVE"
2081,"KIRC","Inositol Metabolism","FIG4"
2082,"KIRC","Inositol Metabolism","VAC14"
2083,"KIRC","Inositol Metabolism","PI4KA"
2084,"KIRC","Inositol Metabolism","PIK3C3"
2085,"KIRC","Inositol Metabolism","PIK3R4"
2086,"KIRC","Inositol Metabolism",""
2087,"KIRC","Inositol Metabolism","AMBRA1"
2088,"KIRC","Inositol Metabolism","PIK3CA"
2089,"KIRC","Inositol Metabolism","PTPMT1"
2090,"KIRC","Nucleotide Excision Repair",""
2091,"KIRC","Nucleotide Excision Repair",""
2092,"KIRC","Nucleotide Excision Repair","ERCC2"
2093,"KIRC","Nucleotide Excision Repair",""
2094,"KIRC","Nucleotide Excision Repair",""
2095,"KIRC","Nucleotide Excision Repair","POLR1A"
2096,"KIRC","Nucleotide Excision Repair",""
2097,"KIRC","Nucleotide Excision Repair","ERCC4"
2098,"KIRC","Nucleotide Excision Repair","PAPD7"
2099,"KIRC","Nucleotide Excision Repair","POLE"
2100,"KIRC","Nucleotide Excision Repair","LIG1"
2101,"KIRC","Pyrimidine Metabolism","CAD"
2102,"KIRC","Pyrimidine Metabolism","DHODH"
2103,"KIRC","Pyrimidine Metabolism","UMPS "
2104,"KIRC","Pyrimidine Metabolism","CANT1"
2105,"KIRC","Pyrimidine Metabolism","CMPK2"
2106,"KIRC","Pyrimidine Metabolism","NME6"
2107,"KIRC","Pyrimidine Metabolism","AK3"
2108,"KIRC","Pyrimidine Metabolism","ITPA"
2109,"KIRC","Pyrimidine Metabolism","CTPS1"
2110,"KIRC","Pyrimidine Metabolism","NT5C2"
2111,"KIRC","Pyrimidine Metabolism","GDA"
2112,"KIRC","Pyrimidine Metabolism","UPP2"
2113,"KIRC","Pyrimidine Metabolism","DPYD"
2114,"KIRC","Pyrimidine Metabolism","DPYS"
2115,"KIRC","Pyrimidine Metabolism","UPB1"
