"Gene","Cancer_type","Pathway","new"
"COL2A1","HNSC","proteoglycan metabolic process","COL2A1 HNSC"
"COL2A1","LUAD","proteoglycan metabolic process","COL2A1 LUAD"
"COL2A1","LIHC","proteoglycan metabolic process","COL2A1 LIHC"
"COL2A1","PAAD","proteoglycan metabolic process","COL2A1 PAAD"
"COL2A1","ESCA","proteoglycan metabolic process","COL2A1 ESCA"
"COL2A1","BRCA","proteoglycan metabolic process","COL2A1 BRCA"
"COL2A1","CESC","proteoglycan metabolic process","COL2A1 CESC"
"COL2A1","GBM","proteoglycan metabolic process","COL2A1 GBM"
"COL2A1","BLCA","proteoglycan metabolic process","COL2A1 BLCA"
"COL2A1","SARC","proteoglycan metabolic process","COL2A1 SARC"
"COL2A1","LUSC","proteoglycan metabolic process","COL2A1 LUSC"
"COL2A1","READ","proteoglycan metabolic process","COL2A1 READ"
"COL2A1","COAD","proteoglycan metabolic process","COL2A1 COAD"
"COL2A1","LAML","proteoglycan metabolic process","COL2A1 LAML"
"COL2A1","PANCAN","proteoglycan metabolic process","COL2A1 PANCAN"
"COL2A1","KIRC","proteoglycan metabolic process","COL2A1 KIRC"
"COL2A1","KICH","proteoglycan metabolic process","COL2A1 KICH"
"COL2A1","OV","proteoglycan metabolic process","COL2A1 OV"
"COL3A1","OV","transforming growth factor beta1 production","COL3A1 OV"
"COL3A1","GBM","transforming growth factor beta1 production","COL3A1 GBM"
"COL3A1","LAML","transforming growth factor beta1 production","COL3A1 LAML"
"COL3A1","SKCM","transforming growth factor beta1 production","COL3A1 SKCM"
"COL3A1","UCEC","transforming growth factor beta1 production","COL3A1 UCEC"
"COL3A1","COAD","transforming growth factor beta1 production","COL3A1 COAD"
"COL3A1","READ","transforming growth factor beta1 production","COL3A1 READ"
"COL3A1","NBL","transforming growth factor beta1 production","COL3A1 NBL"
"COL3A1","CESC","transforming growth factor beta1 production","COL3A1 CESC"
"COL3A1","SARC","transforming growth factor beta1 production","COL3A1 SARC"
"COL3A1","LIHC","transforming growth factor beta1 production","COL3A1 LIHC"
"COL3A1","STAD","transforming growth factor beta1 production","COL3A1 STAD"
"COL3A1","BLCA","transforming growth factor beta1 production","COL3A1 BLCA"
"COL3A1","HNSC","transforming growth factor beta1 production","COL3A1 HNSC"
"COL3A1","PAAD","transforming growth factor beta1 production","COL3A1 PAAD"
"COL3A1","ESCA","transforming growth factor beta1 production","COL3A1 ESCA"
"COL3A1","LUAD","transforming growth factor beta1 production","COL3A1 LUAD"
"COL3A1","DLBC","transforming growth factor beta1 production","COL3A1 DLBC"
"COL3A1","WT","transforming growth factor beta1 production","COL3A1 WT"
"COL3A1","UCS","transforming growth factor beta1 production","COL3A1 UCS"
"COL3A1","BRCA","transforming growth factor beta1 production","COL3A1 BRCA"
"COL3A1","PANCAN","transforming growth factor beta1 production","COL3A1 PANCAN"
"COL3A1","KIRC","transforming growth factor beta1 production","COL3A1 KIRC"
"COL3A1","LUSC","transforming growth factor beta1 production","COL3A1 LUSC"
"COL4A2","LIHC","DNA-templated transcription","COL4A2 LIHC"
"COL5A1","PRAD","collagen biosynthetic process","COL5A1 PRAD"
"COX6C","CHOL","generation of precursor metabolites and energy","COX6C CHOL"
"COX6C","UCEC","generation of precursor metabolites and energy","COX6C UCEC"
"CPEB3","UCEC","translation","CPEB3 UCEC"
"CPEB3","COAD","translation","CPEB3 COAD"
"CPEB3","READ","translation","CPEB3 READ"
"CPEB3","KIRP","translation","CPEB3 KIRP"
"CPEB3","BLCA","translation","CPEB3 BLCA"
"CPEB3","LIHC","translation","CPEB3 LIHC"
"CPEB3","UVM","translation","CPEB3 UVM"
"CPEB3","SKCM","translation","CPEB3 SKCM"
"CPS1","UCEC","carbamoyl phosphate biosynthetic process","CPS1 UCEC"
"CPS1","LIHC","carbamoyl phosphate biosynthetic process","CPS1 LIHC"
"CPS1","COAD","carbamoyl phosphate biosynthetic process","CPS1 COAD"
"CPS1","BRCA","carbamoyl phosphate biosynthetic process","CPS1 BRCA"
"CRB1","BRCA","gene expression","CRB1 BRCA"
"CRB1","LUAD","gene expression","CRB1 LUAD"
"CREB1","SARC","protein phosphorylation","CREB1 SARC"
"CREB1","STAD","protein phosphorylation","CREB1 STAD"
"CREB1","UCEC","protein phosphorylation","CREB1 UCEC"
"CREBBP","BRCA","protein acetylation","CREBBP BRCA"
"CREBBP","GBM","protein acetylation","CREBBP GBM"
"CREBBP","UCEC","protein acetylation","CREBBP UCEC"
"CREBBP","LUAD","protein acetylation","CREBBP LUAD"
"CREBBP","SKCM","protein acetylation","CREBBP SKCM"
"CREBBP","OV","protein acetylation","CREBBP OV"
"CREBBP","READ","protein acetylation","CREBBP READ"
"CREBBP","CGCI-BLGSP","protein acetylation","CREBBP CGCI-BLGSP"
"CREBBP","MESO","protein acetylation","CREBBP MESO"
"CREBBP","PANCAN","protein acetylation","CREBBP PANCAN"
"CREBBP","WT","protein acetylation","CREBBP WT"
"CREBBP","LAML","protein acetylation","CREBBP LAML"
"CREBBP","CESC","protein acetylation","CREBBP CESC"
"CREBBP","ESCA","protein acetylation","CREBBP ESCA"
"CREBBP","LUSC","protein acetylation","CREBBP LUSC"
"CREBBP","SACA","protein acetylation","CREBBP SACA"
"CREBBP","PRAD","protein acetylation","CREBBP PRAD"
"CREBBP","DLBC","protein acetylation","CREBBP DLBC"
"CREBBP","PAAD","protein acetylation","CREBBP PAAD"
"CREBBP","COAD","protein acetylation","CREBBP COAD"
"CREBBP","BLCA","protein acetylation","CREBBP BLCA"
"CREBBP","NHL","protein acetylation","CREBBP NHL"
"CREBBP","STAD","protein acetylation","CREBBP STAD"
"CREBBP","UCS","protein acetylation","CREBBP UCS"
"CREBBP","KIRP","protein acetylation","CREBBP KIRP"
"CREBBP","LIHC","protein acetylation","CREBBP LIHC"
"CREBBP","HNSC","protein acetylation","CREBBP HNSC"
"CRNKL1","BRCA","mRNA splicing, via spliceosome","CRNKL1 BRCA"
"CRNKL1","STAD","mRNA splicing, via spliceosome","CRNKL1 STAD"
"CRNKL1","PANCAN","mRNA splicing, via spliceosome","CRNKL1 PANCAN"
"CRNKL1","SKCM","mRNA splicing, via spliceosome","CRNKL1 SKCM"
"CRNKL1","UCEC","mRNA splicing, via spliceosome","CRNKL1 UCEC"
"CRNKL1","SARC","mRNA splicing, via spliceosome","CRNKL1 SARC"
"CRNKL1","LUSC","mRNA splicing, via spliceosome","CRNKL1 LUSC"
"CRNKL1","READ","mRNA splicing, via spliceosome","CRNKL1 READ"
"CRNKL1","BLCA","mRNA splicing, via spliceosome","CRNKL1 BLCA"
"CRNKL1","COAD","mRNA splicing, via spliceosome","CRNKL1 COAD"
"CRNKL1","LUAD","mRNA splicing, via spliceosome","CRNKL1 LUAD"
"CRNKL1","ESCA","mRNA splicing, via spliceosome","CRNKL1 ESCA"
"CRNKL1","PAAD","mRNA splicing, via spliceosome","CRNKL1 PAAD"
"CROT","COAD","medium-chain fatty acid metabolic process","CROT COAD"
"CRTC3","STAD","lipid catabolic process","CRTC3 STAD"
"CRTC3","UCEC","lipid catabolic process","CRTC3 UCEC"
"CRTC3","BLCA","lipid catabolic process","CRTC3 BLCA"
"CRTC3","SKCM","lipid catabolic process","CRTC3 SKCM"
"CRTC3","UCS","lipid catabolic process","CRTC3 UCS"
"CRTC3","COAD","lipid catabolic process","CRTC3 COAD"
"CRTC3","ESCA","lipid catabolic process","CRTC3 ESCA"
"CRYAB","HNSC","protein folding","CRYAB HNSC"
"CRYAB","KICH","protein folding","CRYAB KICH"
"CRYAB","THCA","protein folding","CRYAB THCA"
"CRYAB","BLCA","protein folding","CRYAB BLCA"
"CRYAB","COAD","protein folding","CRYAB COAD"
"CRYAB","STAD","protein folding","CRYAB STAD"
"CRYAB","LUAD","protein folding","CRYAB LUAD"
"CRYAB","PAAD","protein folding","CRYAB PAAD"
"CRYAB","PRAD","protein folding","CRYAB PRAD"
"CRYAB","BRCA","protein folding","CRYAB BRCA"
"CRYAB","UCEC","protein folding","CRYAB UCEC"
"CRYAB","READ","protein folding","CRYAB READ"
"CRYAB","LIHC","protein folding","CRYAB LIHC"
"CSF1R","KIRP","protein autophosphorylation","CSF1R KIRP"
"CSF1R","BRCA","protein autophosphorylation","CSF1R BRCA"
"CSF1R","THCA","protein autophosphorylation","CSF1R THCA"
"CSF1R","LUSC","protein autophosphorylation","CSF1R LUSC"
"CSF1R","SKCM","protein autophosphorylation","CSF1R SKCM"
"CSF1R","UCEC","protein autophosphorylation","CSF1R UCEC"
"CSF1R","CESC","protein autophosphorylation","CSF1R CESC"
"CSF1R","KICH","protein autophosphorylation","CSF1R KICH"
"CSF1R","CHOL","protein autophosphorylation","CSF1R CHOL"
"CSF1R","MESO","protein autophosphorylation","CSF1R MESO"
"CSF1R","UCS","protein autophosphorylation","CSF1R UCS"
"CSF1R","LUAD","protein autophosphorylation","CSF1R LUAD"
"CSF1R","GBM","protein autophosphorylation","CSF1R GBM"
"CSF1R","PANCAN","protein autophosphorylation","CSF1R PANCAN"
"CSF1R","KIRC","protein autophosphorylation","CSF1R KIRC"
"CSF1R","COAD","protein autophosphorylation","CSF1R COAD"
"CSF1R","ESCA","protein autophosphorylation","CSF1R ESCA"
"CSF1R","THYM","protein autophosphorylation","CSF1R THYM"
"CSF1R","STAD","protein autophosphorylation","CSF1R STAD"
"CSF1R","BLCA","protein autophosphorylation","CSF1R BLCA"
"CSF1R","LIHC","protein autophosphorylation","CSF1R LIHC"
"CSF1R","LAML","protein autophosphorylation","CSF1R LAML"
"CTCF","READ","DNA methylation","CTCF READ"
"CTCF","LAML","DNA methylation","CTCF LAML"
"CTCF","CHOL","DNA methylation","CTCF CHOL"
"CTCF","UCEC","DNA methylation","CTCF UCEC"
"CTCF","LUSC","DNA methylation","CTCF LUSC"
"CTCF","BLCA","DNA methylation","CTCF BLCA"
"CTCF","UCS","DNA methylation","CTCF UCS"
"CTCF","STAD","DNA methylation","CTCF STAD"
"CTCF","HNSC","DNA methylation","CTCF HNSC"
"CTCF","PANCAN","DNA methylation","CTCF PANCAN"
"CTCF","SKCM","DNA methylation","CTCF SKCM"
"CTCF","COAD","DNA methylation","CTCF COAD"
"CTCF","BRCA","DNA methylation","CTCF BRCA"
"CTCF","LUAD","DNA methylation","CTCF LUAD"
"CTCF","THYM","DNA methylation","CTCF THYM"
"CTCF","MESO","DNA methylation","CTCF MESO"
"CTCF","LIHC","DNA methylation","CTCF LIHC"
"CTCF","CESC","DNA methylation","CTCF CESC"
"CTNNB1","MESO","transcription by RNA polymerase II","CTNNB1 MESO"
"CTNNB1","SARC","transcription by RNA polymerase II","CTNNB1 SARC"
"CTNNB1","CESC","transcription by RNA polymerase II","CTNNB1 CESC"
"CTNNB1","STAD","transcription by RNA polymerase II","CTNNB1 STAD"
"CTNNB1","LIHB","transcription by RNA polymerase II","CTNNB1 LIHB"
"CTNNB1","HNSC","transcription by RNA polymerase II","CTNNB1 HNSC"
"CTNNB1","UCEC","transcription by RNA polymerase II","CTNNB1 UCEC"
"CTNNB1","PRAD","transcription by RNA polymerase II","CTNNB1 PRAD"
"CTNNB1","LUAD","transcription by RNA polymerase II","CTNNB1 LUAD"
"CTNNB1","THYM","transcription by RNA polymerase II","CTNNB1 THYM"
"CTNNB1","READ","transcription by RNA polymerase II","CTNNB1 READ"
"CTNNB1","ESCA","transcription by RNA polymerase II","CTNNB1 ESCA"
"CTNNB1","LIHC","transcription by RNA polymerase II","CTNNB1 LIHC"
"CTNNB1","COAD","transcription by RNA polymerase II","CTNNB1 COAD"
"CTNNB1","PAAD","transcription by RNA polymerase II","CTNNB1 PAAD"
"CTNNB1","PANCAN","transcription by RNA polymerase II","CTNNB1 PANCAN"
"CTNNB1","WT","transcription by RNA polymerase II","CTNNB1 WT"
"CTNNB1","SKCM","transcription by RNA polymerase II","CTNNB1 SKCM"
"CTNNB1","KICH","transcription by RNA polymerase II","CTNNB1 KICH"
"CTNNB1","KIRP","transcription by RNA polymerase II","CTNNB1 KIRP"
"CTNNB1","BLCA","transcription by RNA polymerase II","CTNNB1 BLCA"
"CUBN","KIRP","cobalamin metabolic process","CUBN KIRP"
"CUBN","LUAD","cobalamin metabolic process","CUBN LUAD"
"CUBN","PRAD","cobalamin metabolic process","CUBN PRAD"
"CUL3","LUSC","nuclear protein quality control by the ubiquitin-proteasome system","CUL3 LUSC"
"CUL3","HNSC","nuclear protein quality control by the ubiquitin-proteasome system","CUL3 HNSC"
"CUL3","PANCAN","nuclear protein quality control by the ubiquitin-proteasome system","CUL3 PANCAN"
"CUL3","BLCA","nuclear protein quality control by the ubiquitin-proteasome system","CUL3 BLCA"
"CUL3","BRCA","nuclear protein quality control by the ubiquitin-proteasome system","CUL3 BRCA"
"CUL3","SKCM","nuclear protein quality control by the ubiquitin-proteasome system","CUL3 SKCM"
"CUL3","UCEC","nuclear protein quality control by the ubiquitin-proteasome system","CUL3 UCEC"
"CUL3","KIRP","nuclear protein quality control by the ubiquitin-proteasome system","CUL3 KIRP"
"CUL3","ESCA","nuclear protein quality control by the ubiquitin-proteasome system","CUL3 ESCA"
"CUL3","LUAD","nuclear protein quality control by the ubiquitin-proteasome system","CUL3 LUAD"
"CUL3","KIRC","nuclear protein quality control by the ubiquitin-proteasome system","CUL3 KIRC"
"CUL3","STAD","nuclear protein quality control by the ubiquitin-proteasome system","CUL3 STAD"
"CUL3","CESC","nuclear protein quality control by the ubiquitin-proteasome system","CUL3 CESC"
"CUL3","COAD","nuclear protein quality control by the ubiquitin-proteasome system","CUL3 COAD"
"CYGB","BRCA","fatty acid oxidation","CYGB BRCA"
"CYGB","KIRC","fatty acid oxidation","CYGB KIRC"
"CYGB","BLCA","fatty acid oxidation","CYGB BLCA"
"CYLD","UVM","protein linear deubiquitination","CYLD UVM"
"CYLD","STAD","protein linear deubiquitination","CYLD STAD"
"CYLD","HNSC","protein linear deubiquitination","CYLD HNSC"
"CYLD","CESC","protein linear deubiquitination","CYLD CESC"
"CYLD","SKCM","protein linear deubiquitination","CYLD SKCM"
"CYLD","LUSC","protein linear deubiquitination","CYLD LUSC"
"CYLD","COAD","protein linear deubiquitination","CYLD COAD"
"CYLD","THYM","protein linear deubiquitination","CYLD THYM"
"CYLD","ESCA","protein linear deubiquitination","CYLD ESCA"
"CYLD","PAAD","protein linear deubiquitination","CYLD PAAD"
"CYLD","GBM","protein linear deubiquitination","CYLD GBM"
"CYLD","PANCAN","protein linear deubiquitination","CYLD PANCAN"
"CYLD","UCEC","protein linear deubiquitination","CYLD UCEC"
"CYLD","DLBC","protein linear deubiquitination","CYLD DLBC"
"CYLD","LAML","protein linear deubiquitination","CYLD LAML"
"CYLD","READ","protein linear deubiquitination","CYLD READ"
"CYLD","LUAD","protein linear deubiquitination","CYLD LUAD"
"CYP2C8","UCEC","organic acid metabolic process","CYP2C8 UCEC"
"CYP2C8","BLCA","organic acid metabolic process","CYP2C8 BLCA"
"CYP2C8","LIHC","organic acid metabolic process","CYP2C8 LIHC"
"CYP2C8","COAD","organic acid metabolic process","CYP2C8 COAD"
"CYP2C8","READ","organic acid metabolic process","CYP2C8 READ"
"CYP2C8","PANCAN","organic acid metabolic process","CYP2C8 PANCAN"
"CYP2C8","LUSC","organic acid metabolic process","CYP2C8 LUSC"
"CYP2C8","SARC","organic acid metabolic process","CYP2C8 SARC"
"CYP2C8","DLBC","organic acid metabolic process","CYP2C8 DLBC"
"CYP2C8","SKCM","organic acid metabolic process","CYP2C8 SKCM"
"DCD","HNSC","proteolysis","DCD HNSC"
"DCD","BRCA","proteolysis","DCD BRCA"
"DCLK1","BLCA","protein phosphorylation","DCLK1 BLCA"
"DDB2","SKCM","protein polyubiquitination","DDB2 SKCM"
"DDB2","CHOL","protein polyubiquitination","DDB2 CHOL"
"DDB2","UCEC","protein polyubiquitination","DDB2 UCEC"
"DDB2","LAML","protein polyubiquitination","DDB2 LAML"
"DDB2","CESC","protein polyubiquitination","DDB2 CESC"
"DDB2","READ","protein polyubiquitination","DDB2 READ"
"DDB2","BCC","protein polyubiquitination","DDB2 BCC"
"DDB2","BLCA","protein polyubiquitination","DDB2 BLCA"
"DDIT3","LUAD","proteasome-mediated ubiquitin-dependent protein catabolic process","DDIT3 LUAD"
"DDIT3","COAD","proteasome-mediated ubiquitin-dependent protein catabolic process","DDIT3 COAD"
"DDIT3","SKCM","proteasome-mediated ubiquitin-dependent protein catabolic process","DDIT3 SKCM"
"DDIT3","CESC","proteasome-mediated ubiquitin-dependent protein catabolic process","DDIT3 CESC"
"DDIT3","SARC","proteasome-mediated ubiquitin-dependent protein catabolic process","DDIT3 SARC"
"DDR2","BRCA","peptidyl-tyrosine phosphorylation","DDR2 BRCA"
"DDR2","LUAD","peptidyl-tyrosine phosphorylation","DDR2 LUAD"
"DDR2","SKCM","peptidyl-tyrosine phosphorylation","DDR2 SKCM"
"DDR2","ESCA","peptidyl-tyrosine phosphorylation","DDR2 ESCA"
"DDR2","OV","peptidyl-tyrosine phosphorylation","DDR2 OV"
"DDR2","SARC","peptidyl-tyrosine phosphorylation","DDR2 SARC"
"DDR2","COAD","peptidyl-tyrosine phosphorylation","DDR2 COAD"
"DDR2","UVM","peptidyl-tyrosine phosphorylation","DDR2 UVM"
"DDR2","DLBC","peptidyl-tyrosine phosphorylation","DDR2 DLBC"
"DDR2","UCEC","peptidyl-tyrosine phosphorylation","DDR2 UCEC"
"DDR2","PSCC","peptidyl-tyrosine phosphorylation","DDR2 PSCC"
"DDR2","NBL","peptidyl-tyrosine phosphorylation","DDR2 NBL"
"DDR2","HNSC","peptidyl-tyrosine phosphorylation","DDR2 HNSC"
"DDR2","GBM","peptidyl-tyrosine phosphorylation","DDR2 GBM"
"DDR2","BLCA","peptidyl-tyrosine phosphorylation","DDR2 BLCA"
"DDR2","STAD","peptidyl-tyrosine phosphorylation","DDR2 STAD"
"DDR2","CESC","peptidyl-tyrosine phosphorylation","DDR2 CESC"
"DDR2","READ","peptidyl-tyrosine phosphorylation","DDR2 READ"
"DDR2","LUSC","peptidyl-tyrosine phosphorylation","DDR2 LUSC"
"DDR2","PANCAN","peptidyl-tyrosine phosphorylation","DDR2 PANCAN"
"DDR2","PAAD","peptidyl-tyrosine phosphorylation","DDR2 PAAD"
"DDX10","STAD","rRNA processing","DDX10 STAD"
"DDX10","CHOL","rRNA processing","DDX10 CHOL"
"DDX10","LUAD","rRNA processing","DDX10 LUAD"
"DDX10","LAML","rRNA processing","DDX10 LAML"
"DDX10","THYM","rRNA processing","DDX10 THYM"
"DDX10","COAD","rRNA processing","DDX10 COAD"
"DDX10","LUSC","rRNA processing","DDX10 LUSC"
"DDX10","READ","rRNA processing","DDX10 READ"
"DDX10","PANCAN","rRNA processing","DDX10 PANCAN"
"DDX10","BLCA","rRNA processing","DDX10 BLCA"
"DDX10","KIRP","rRNA processing","DDX10 KIRP"
"DDX10","UCEC","rRNA processing","DDX10 UCEC"
"DDX10","SKCM","rRNA processing","DDX10 SKCM"
"DDX3X","STAD","RNA secondary structure unwinding","DDX3X STAD"
"DDX3X","LUSC","RNA secondary structure unwinding","DDX3X LUSC"
"DDX3X","BRCA","RNA secondary structure unwinding","DDX3X BRCA"
"DDX3X","CGCI-BLGSP","RNA secondary structure unwinding","DDX3X CGCI-BLGSP"
"DDX3X","LAML","RNA secondary structure unwinding","DDX3X LAML"
"DDX3X","DLBC","RNA secondary structure unwinding","DDX3X DLBC"
"DDX3X","PANCAN","RNA secondary structure unwinding","DDX3X PANCAN"
"DDX3X","MESO","RNA secondary structure unwinding","DDX3X MESO"
"DDX3X","COAD","RNA secondary structure unwinding","DDX3X COAD"
"DDX3X","HNSC","RNA secondary structure unwinding","DDX3X HNSC"
"DDX3X","ESCA","RNA secondary structure unwinding","DDX3X ESCA"
"DDX3X","LUAD","RNA secondary structure unwinding","DDX3X LUAD"
"DDX3X","BLCA","RNA secondary structure unwinding","DDX3X BLCA"
"DDX3X","SKCM","RNA secondary structure unwinding","DDX3X SKCM"
"DDX3X","UCEC","RNA secondary structure unwinding","DDX3X UCEC"
"DDX3X","CESC","RNA secondary structure unwinding","DDX3X CESC"
"DDX5","SKCM","alternative mRNA splicing, via spliceosome","DDX5 SKCM"
"DDX5","ESCA","alternative mRNA splicing, via spliceosome","DDX5 ESCA"
"DDX5","PANCAN","alternative mRNA splicing, via spliceosome","DDX5 PANCAN"
"DDX5","CESC","alternative mRNA splicing, via spliceosome","DDX5 CESC"
"DDX5","UCEC","alternative mRNA splicing, via spliceosome","DDX5 UCEC"
"DDX5","COAD","alternative mRNA splicing, via spliceosome","DDX5 COAD"
"DDX5","OV","alternative mRNA splicing, via spliceosome","DDX5 OV"
"DDX5","THYM","alternative mRNA splicing, via spliceosome","DDX5 THYM"
"DDX5","KIRC","alternative mRNA splicing, via spliceosome","DDX5 KIRC"
"DDX5","KIRP","alternative mRNA splicing, via spliceosome","DDX5 KIRP"
"DDX5","BLCA","alternative mRNA splicing, via spliceosome","DDX5 BLCA"
"DEK","PAAD","transcription by RNA polymerase II","DEK PAAD"
"DEK","BLCA","transcription by RNA polymerase II","DEK BLCA"
"DEK","UCEC","transcription by RNA polymerase II","DEK UCEC"
"DEK","COAD","transcription by RNA polymerase II","DEK COAD"
"DEK","CESC","transcription by RNA polymerase II","DEK CESC"
"DEK","DLBC","transcription by RNA polymerase II","DEK DLBC"
"DEK","STAD","transcription by RNA polymerase II","DEK STAD"
"DGCR8","SARC","primary miRNA processing","DGCR8 SARC"
"DGCR8","UCEC","primary miRNA processing","DGCR8 UCEC"
"DGCR8","DLBC","primary miRNA processing","DGCR8 DLBC"
"DGCR8","STAD","primary miRNA processing","DGCR8 STAD"
"DGCR8","COAD","primary miRNA processing","DGCR8 COAD"
"DGCR8","UCS","primary miRNA processing","DGCR8 UCS"
"DGCR8","CESC","primary miRNA processing","DGCR8 CESC"
"DGCR8","BLCA","primary miRNA processing","DGCR8 BLCA"
"DGCR8","SKCM","primary miRNA processing","DGCR8 SKCM"
"DGCR8","LUSC","primary miRNA processing","DGCR8 LUSC"
"DGCR8","LUAD","primary miRNA processing","DGCR8 LUAD"
"DGCR8","PANCAN","primary miRNA processing","DGCR8 PANCAN"
"DHX9","LIHC","alternative mRNA splicing, via spliceosome","DHX9 LIHC"
"DICER1","UCS","tRNA catabolic process","DICER1 UCS"
"DICER1","MGCT","tRNA catabolic process","DICER1 MGCT"
"DICER1","COAD","tRNA catabolic process","DICER1 COAD"
"DICER1","TGCT","tRNA catabolic process","DICER1 TGCT"
