"Gene","Pathway","Cancer_type","new"
"PTEN","Post-translational protein modification","CHOL","PTEN CHOL"
"PTEN","Post-translational protein modification","COAD","PTEN COAD"
"PTEN","Post-translational protein modification","CESC","PTEN CESC"
"PTEN","Post-translational protein modification","BRCA","PTEN BRCA"
"PTEN","Post-translational protein modification","ESCA","PTEN ESCA"
"PTEN","Post-translational protein modification","UCEC","PTEN UCEC"
"PTEN","Post-translational protein modification","LUAD","PTEN LUAD"
"PTEN","Post-translational protein modification","STAD","PTEN STAD"
"PTEN","Post-translational protein modification","PANCAN","PTEN PANCAN"
"PTEN","Post-translational protein modification","READ","PTEN READ"
"PTEN","Post-translational protein modification","LAML","PTEN LAML"
"PTEN","Post-translational protein modification","KIRP","PTEN KIRP"
"PTEN","Post-translational protein modification","MESO","PTEN MESO"
"PTEN","Post-translational protein modification","LIHC","PTEN LIHC"
"PTEN","Post-translational protein modification","OV","PTEN OV"
"PTEN","Post-translational protein modification","KIRC","PTEN KIRC"
"PTEN","Post-translational protein modification","LUSC","PTEN LUSC"
"PTEN","Post-translational protein modification","LGG","PTEN LGG"
"PTEN","Post-translational protein modification","OS","PTEN OS"
"PTPN13","Metabolism of lipids","BRCA","PTPN13 BRCA"
"PTPN13","Metabolism of lipids","LUSC","PTPN13 LUSC"
"PTPN13","Metabolism of lipids","CESC","PTPN13 CESC"
"PTPN13","Metabolism of lipids","UCS","PTPN13 UCS"
"PTPN13","Metabolism of lipids","PAAD","PTPN13 PAAD"
"PTPN13","Metabolism of lipids","KIRC","PTPN13 KIRC"
"PTPN13","Metabolism of lipids","SARC","PTPN13 SARC"
"PTPN13","Metabolism of lipids","NBL","PTPN13 NBL"
"PTPN13","Metabolism of lipids","HNSC","PTPN13 HNSC"
"PTPN13","Metabolism of lipids","OV","PTPN13 OV"
"PTPN13","Metabolism of lipids","COAD","PTPN13 COAD"
"PTPN13","Metabolism of lipids","STAD","PTPN13 STAD"
"PTPN13","Metabolism of lipids","SKCM","PTPN13 SKCM"
"PTPN13","Metabolism of lipids","GBM","PTPN13 GBM"
"PTPN13","Metabolism of lipids","KIRP","PTPN13 KIRP"
"PTPN13","Metabolism of lipids","ESCA","PTPN13 ESCA"
"PTPN13","Metabolism of lipids","BLCA","PTPN13 BLCA"
"PTPN13","Metabolism of lipids","READ","PTPN13 READ"
"PTPN13","Metabolism of lipids","LUNG","PTPN13 LUNG"
"PTPN13","Metabolism of lipids","DLBC","PTPN13 DLBC"
"PTPN13","Metabolism of lipids","LUAD","PTPN13 LUAD"
"PTPN13","Metabolism of lipids","UCEC","PTPN13 UCEC"
"PTPN13","Metabolism of lipids","LIHC","PTPN13 LIHC"
"PTPN13","Metabolism of lipids","PANCAN","PTPN13 PANCAN"
"RAB13","Metabolism of proteins","THCA","RAB13 THCA"
"RAD21","SUMOylation","SKCM","RAD21 SKCM"
"RAD21","SUMOylation","COAD","RAD21 COAD"
"RAD21","SUMOylation","PAAD","RAD21 PAAD"
"RAD21","SUMOylation","LUAD","RAD21 LUAD"
"RAD21","SUMOylation","HNSC","RAD21 HNSC"
"RAD21","SUMOylation","LAML","RAD21 LAML"
"RAD21","SUMOylation","LUSC","RAD21 LUSC"
"RAD21","SUMOylation","MESO","RAD21 MESO"
"RAD21","SUMOylation","CESC","RAD21 CESC"
"RAD21","SUMOylation","BLCA","RAD21 BLCA"
"RAD21","SUMOylation","READ","RAD21 READ"
"RAD21","SUMOylation","UCEC","RAD21 UCEC"
"RAD21","SUMOylation","UCS","RAD21 UCS"
"RAD21","SUMOylation","PANCAN","RAD21 PANCAN"
"RANBP2","Metabolism of carbohydrates","DLBC","RANBP2 DLBC"
"RANBP2","Metabolism of carbohydrates","UCS","RANBP2 UCS"
"RANBP2","Metabolism of carbohydrates","KIRP","RANBP2 KIRP"
"RANBP2","Metabolism of carbohydrates","PANCAN","RANBP2 PANCAN"
"RANBP2","Metabolism of carbohydrates","ESCA","RANBP2 ESCA"
"RANBP2","Metabolism of carbohydrates","STAD","RANBP2 STAD"
"RANBP2","Metabolism of carbohydrates","KIRC","RANBP2 KIRC"
"RANBP2","Metabolism of carbohydrates","MESO","RANBP2 MESO"
"RANBP2","Metabolism of carbohydrates","READ","RANBP2 READ"
"RANBP2","Metabolism of carbohydrates","PRAD","RANBP2 PRAD"
"RANBP2","Metabolism of carbohydrates","LGG","RANBP2 LGG"
"RANBP2","Metabolism of carbohydrates","PCPCG","RANBP2 PCPCG"
"RANBP2","Metabolism of carbohydrates","OV","RANBP2 OV"
"RANBP2","Metabolism of carbohydrates","SARC","RANBP2 SARC"
"RANBP2","Metabolism of carbohydrates","COAD","RANBP2 COAD"
"RANBP2","Metabolism of carbohydrates","BRCA","RANBP2 BRCA"
"RANBP2","Metabolism of carbohydrates","CESC","RANBP2 CESC"
"RANBP2","Metabolism of carbohydrates","HNSC","RANBP2 HNSC"
"RANBP2","Metabolism of carbohydrates","PAAD","RANBP2 PAAD"
"RANBP2","Metabolism of carbohydrates","BLCA","RANBP2 BLCA"
"RANBP2","Metabolism of carbohydrates","SKCM","RANBP2 SKCM"
"RANBP2","Metabolism of carbohydrates","OS","RANBP2 OS"
"RANBP2","Metabolism of carbohydrates","LUAD","RANBP2 LUAD"
"RANBP2","Metabolism of carbohydrates","LIHC","RANBP2 LIHC"
"RANBP2","Metabolism of carbohydrates","LUSC","RANBP2 LUSC"
"RANBP2","Metabolism of carbohydrates","UCEC","RANBP2 UCEC"
"RARA","SUMOylation of intracellular receptors","BLCA","RARA BLCA"
"RARA","SUMOylation of intracellular receptors","LUAD","RARA LUAD"
"RARA","SUMOylation of intracellular receptors","MESO","RARA MESO"
"RARA","SUMOylation of intracellular receptors","STAD","RARA STAD"
"RARA","SUMOylation of intracellular receptors","CHOL","RARA CHOL"
"RARA","SUMOylation of intracellular receptors","COAD","RARA COAD"
"RARA","SUMOylation of intracellular receptors","KICH","RARA KICH"
"RARA","SUMOylation of intracellular receptors","KIRC","RARA KIRC"
"RARA","SUMOylation of intracellular receptors","LUSC","RARA LUSC"
"RARA","SUMOylation of intracellular receptors","SARC","RARA SARC"
"RARA","SUMOylation of intracellular receptors","SKCM","RARA SKCM"
"RARA","SUMOylation of intracellular receptors","UCEC","RARA UCEC"
"RGS7","Chaperonin-mediated protein folding","STAD","RGS7 STAD"
"RGS7","Chaperonin-mediated protein folding","BRCA","RGS7 BRCA"
"RGS7","Chaperonin-mediated protein folding","OV","RGS7 OV"
"RGS7","Chaperonin-mediated protein folding","OS","RGS7 OS"
"RGS7","Chaperonin-mediated protein folding","BLCA","RGS7 BLCA"
"RGS7","Chaperonin-mediated protein folding","CESC","RGS7 CESC"
"RGS7","Chaperonin-mediated protein folding","UCS","RGS7 UCS"
"RGS7","Chaperonin-mediated protein folding","ESCA","RGS7 ESCA"
"RGS7","Chaperonin-mediated protein folding","LIHC","RGS7 LIHC"
"RGS7","Chaperonin-mediated protein folding","MESO","RGS7 MESO"
"RGS7","Chaperonin-mediated protein folding","DLBC","RGS7 DLBC"
"RGS7","Chaperonin-mediated protein folding","READ","RGS7 READ"
"RGS7","Chaperonin-mediated protein folding","COAD","RGS7 COAD"
"RGS7","Chaperonin-mediated protein folding","SARC","RGS7 SARC"
"RGS7","Chaperonin-mediated protein folding","LUAD","RGS7 LUAD"
"RGS7","Chaperonin-mediated protein folding","PANCAN","RGS7 PANCAN"
"RGS7","Chaperonin-mediated protein folding","SKCM","RGS7 SKCM"
"RGS7","Chaperonin-mediated protein folding","LUSC","RGS7 LUSC"
"RGS7","Chaperonin-mediated protein folding","UCEC","RGS7 UCEC"
"RGS7","Chaperonin-mediated protein folding","HNSC","RGS7 HNSC"
"RGS7","Chaperonin-mediated protein folding","LAML","RGS7 LAML"
"RHOA","Deubiquitination","MESO","RHOA MESO"
"RHOA","Deubiquitination","DLBC","RHOA DLBC"
"RHOA","Deubiquitination","HNSC","RHOA HNSC"
"RHOA","Deubiquitination","PAAD","RHOA PAAD"
"RHOA","Deubiquitination","SKCM","RHOA SKCM"
"RHOA","Deubiquitination","NHL","RHOA NHL"
"RHOA","Deubiquitination","NKTL","RHOA NKTL"
"RHOA","Deubiquitination","COAD","RHOA COAD"
"RHOA","Deubiquitination","ESCA","RHOA ESCA"
"RHOA","Deubiquitination","READ","RHOA READ"
"RHOA","Deubiquitination","THYM","RHOA THYM"
"RHOA","Deubiquitination","CESC","RHOA CESC"
"RHOA","Deubiquitination","CGCI-BLGSP","RHOA CGCI-BLGSP"
"RHOA","Deubiquitination","UCEC","RHOA UCEC"
"RHOA","Deubiquitination","CHOL","RHOA CHOL"
"RHOA","Deubiquitination","STAD","RHOA STAD"
"RHOA","Deubiquitination","BLCA","RHOA BLCA"
"RHOA","Deubiquitination","PANCAN","RHOA PANCAN"
"RIPK1","Metabolism of proteins","BLCA","RIPK1 BLCA"
"RIPK1","Metabolism of proteins","LUAD","RIPK1 LUAD"
"RPL10","SRP-dependent cotranslational protein targeting to membrane","STAD","RPL10 STAD"
"RPL10","SRP-dependent cotranslational protein targeting to membrane","CESC","RPL10 CESC"
"RPL10","SRP-dependent cotranslational protein targeting to membrane","LUSC","RPL10 LUSC"
"RPL10","SRP-dependent cotranslational protein targeting to membrane","SKCM","RPL10 SKCM"
"RPL10","SRP-dependent cotranslational protein targeting to membrane","LAML","RPL10 LAML"
"RPL10","SRP-dependent cotranslational protein targeting to membrane","DLBC","RPL10 DLBC"
"RPL10","SRP-dependent cotranslational protein targeting to membrane","UCEC","RPL10 UCEC"
"RPL22","Selenoamino acid metabolism","COAD","RPL22 COAD"
"RPL22","Selenoamino acid metabolism","KIRP","RPL22 KIRP"
"RPL22","Selenoamino acid metabolism","LAML","RPL22 LAML"
"RPL22","Selenoamino acid metabolism","STAD","RPL22 STAD"
"RPL22","Selenoamino acid metabolism","PANCAN","RPL22 PANCAN"
"RPL22","Selenoamino acid metabolism","UCEC","RPL22 UCEC"
"RPL22","Selenoamino acid metabolism","CHOL","RPL22 CHOL"
"RPL22","Selenoamino acid metabolism","ESCA","RPL22 ESCA"
"RPL22","Selenoamino acid metabolism","SKCM","RPL22 SKCM"
"RPL22","Selenoamino acid metabolism","CESC","RPL22 CESC"
"RPL5","Cap-dependent Translation Initiation","UCEC","RPL5 UCEC"
"RPL5","Cap-dependent Translation Initiation","COAD","RPL5 COAD"
"RPL5","Cap-dependent Translation Initiation","GBM","RPL5 GBM"
"RPL5","Cap-dependent Translation Initiation","SARC","RPL5 SARC"
"RPL5","Cap-dependent Translation Initiation","CESC","RPL5 CESC"
"RPL5","Cap-dependent Translation Initiation","PANCAN","RPL5 PANCAN"
"RPL5","Cap-dependent Translation Initiation","STAD","RPL5 STAD"
"RPL5","Cap-dependent Translation Initiation","LAML","RPL5 LAML"
"RPL5","Cap-dependent Translation Initiation","SKCM","RPL5 SKCM"
"RPL5","Cap-dependent Translation Initiation","READ","RPL5 READ"
"RPL5","Cap-dependent Translation Initiation","LUAD","RPL5 LUAD"
"RPN1","Asparagine N-linked glycosylation","MESO","RPN1 MESO"
"RPN1","Asparagine N-linked glycosylation","THYM","RPN1 THYM"
"RPN1","Asparagine N-linked glycosylation","SKCM","RPN1 SKCM"
"RPN1","Asparagine N-linked glycosylation","COAD","RPN1 COAD"
"RPN1","Asparagine N-linked glycosylation","STAD","RPN1 STAD"
"RPN1","Asparagine N-linked glycosylation","UCEC","RPN1 UCEC"
"RPN1","Asparagine N-linked glycosylation","CESC","RPN1 CESC"
"SDC4","Retinoid metabolism and transport","CESC","SDC4 CESC"
"SDC4","Retinoid metabolism and transport","UCEC","SDC4 UCEC"
"SDC4","Retinoid metabolism and transport","STAD","SDC4 STAD"
"SDHA","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","CESC","SDHA CESC"
"SDHA","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","LAML","SDHA LAML"
"SDHA","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","LUAD","SDHA LUAD"
"SDHA","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","STAD","SDHA STAD"
"SDHA","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","UCEC","SDHA UCEC"
"SDHA","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","ESCA","SDHA ESCA"
"SDHA","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","KICH","SDHA KICH"
"SDHA","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","READ","SDHA READ"
"SDHA","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","COAD","SDHA COAD"
"SDHA","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","PANCAN","SDHA PANCAN"
"SDHA","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","UCS","SDHA UCS"
"SDHA","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","LUSC","SDHA LUSC"
"SDHA","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","BLCA","SDHA BLCA"
"SDHA","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","SKCM","SDHA SKCM"
"SDHB","Respiratory electron transport","CESC","SDHB CESC"
"SDHB","Respiratory electron transport","PCPG","SDHB PCPG"
"SDHB","Respiratory electron transport","THYM","SDHB THYM"
"SDHB","Respiratory electron transport","UCEC","SDHB UCEC"
"SDHC","Citric acid cycle (TCA cycle)","UCEC","SDHC UCEC"
"SDHC","Citric acid cycle (TCA cycle)","DLBC","SDHC DLBC"
"SDHC","Citric acid cycle (TCA cycle)","SKCM","SDHC SKCM"
"SDHD","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","UCEC","SDHD UCEC"
"SDHD","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","BLCA","SDHD BLCA"
"SDHD","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","ESCA","SDHD ESCA"
"SDHD","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","MESO","SDHD MESO"
"SEMA5B","O-glycosylation of TSR domain-containing proteins","LIHC","SEMA5B LIHC"
"SEMA5B","O-glycosylation of TSR domain-containing proteins","LUAD","SEMA5B LUAD"
"SIN3A","Regulation of lipid metabolism by PPARalpha","COAD","SIN3A COAD"
"SIN3B","Metabolism","HNSC","SIN3B HNSC"
"SKP1","Neddylation","PRAD","SKP1 PRAD"
"SLC34A2","Metabolism of proteins","UCEC","SLC34A2 UCEC"
"SLC34A2","Metabolism of proteins","PANCAN","SLC34A2 PANCAN"
"SLC34A2","Metabolism of proteins","OS","SLC34A2 OS"
"SLC34A2","Metabolism of proteins","CESC","SLC34A2 CESC"
"SLC34A2","Metabolism of proteins","STAD","SLC34A2 STAD"
"SLC34A2","Metabolism of proteins","LIHC","SLC34A2 LIHC"
"SLC34A2","Metabolism of proteins","BLCA","SLC34A2 BLCA"
"SLC34A2","Metabolism of proteins","THYM","SLC34A2 THYM"
"SLC34A2","Metabolism of proteins","SKCM","SLC34A2 SKCM"
"SLC34A2","Metabolism of proteins","COAD","SLC34A2 COAD"
"SLC34A2","Metabolism of proteins","READ","SLC34A2 READ"
"SLC34A2","Metabolism of proteins","UCS","SLC34A2 UCS"
"SLC34A2","Metabolism of proteins","HNSC","SLC34A2 HNSC"
"SLC34A2","Metabolism of proteins","LUAD","SLC34A2 LUAD"
"SLC34A2","Metabolism of proteins","KIRP","SLC34A2 KIRP"
"SLC34A2","Metabolism of proteins","LUSC","SLC34A2 LUSC"
"SLC34A2","Metabolism of proteins","CHOL","SLC34A2 CHOL"
"SLCO1B1","Metabolism of porphyrins","ESCA","SLCO1B1 ESCA"
"SMAD2","Metabolism of proteins","COAD","SMAD2 COAD"
"SMAD2","Metabolism of proteins","LUAD","SMAD2 LUAD"
"SMAD2","Metabolism of proteins","SKCM","SMAD2 SKCM"
"SMAD2","Metabolism of proteins","STAD","SMAD2 STAD"
"SMAD2","Metabolism of proteins","BRCA","SMAD2 BRCA"
"SMAD2","Metabolism of proteins","READ","SMAD2 READ"
"SMAD2","Metabolism of proteins","PANCAN","SMAD2 PANCAN"
"SMAD2","Metabolism of proteins","UCEC","SMAD2 UCEC"
"SMAD3","Ub-specific processing proteases","LUAD","SMAD3 LUAD"
"SMAD3","Ub-specific processing proteases","COAD","SMAD3 COAD"
"SMAD3","Ub-specific processing proteases","KICH","SMAD3 KICH"
"SMAD3","Ub-specific processing proteases","CESC","SMAD3 CESC"
"SMAD3","Ub-specific processing proteases","BLCA","SMAD3 BLCA"
"SMAD3","Ub-specific processing proteases","ESCA","SMAD3 ESCA"
"SMAD3","Ub-specific processing proteases","UCEC","SMAD3 UCEC"
"SMAD3","Ub-specific processing proteases","STAD","SMAD3 STAD"
"SMAD3","Ub-specific processing proteases","HNSC","SMAD3 HNSC"
"SMAD3","Ub-specific processing proteases","SKCM","SMAD3 SKCM"
"SMAD3","Ub-specific processing proteases","READ","SMAD3 READ"
"SMAD3","Ub-specific processing proteases","PANCAN","SMAD3 PANCAN"
"SMAD4","Ub-specific processing proteases","UCEC","SMAD4 UCEC"
"SMAD4","Ub-specific processing proteases","LUSC","SMAD4 LUSC"
"SMAD4","Ub-specific processing proteases","LUAD","SMAD4 LUAD"
"SMAD4","Ub-specific processing proteases","READ","SMAD4 READ"
"SMAD4","Ub-specific processing proteases","STAD","SMAD4 STAD"
"SMAD4","Ub-specific processing proteases","HNSC","SMAD4 HNSC"
"SMAD4","Ub-specific processing proteases","PANCAN","SMAD4 PANCAN"
"SMAD4","Ub-specific processing proteases","OV","SMAD4 OV"
"SMAD4","Ub-specific processing proteases","PAAD","SMAD4 PAAD"
"SMAD4","Ub-specific processing proteases","CESC","SMAD4 CESC"
"SMAD4","Ub-specific processing proteases","UCS","SMAD4 UCS"
"SMAD4","Ub-specific processing proteases","ESCA","SMAD4 ESCA"
"SMAD4","Ub-specific processing proteases","LIHC","SMAD4 LIHC"
"SMAD4","Ub-specific processing proteases","COAD","SMAD4 COAD"
"SMAD4","Ub-specific processing proteases","CHOL","SMAD4 CHOL"
"SMAD4","Ub-specific processing proteases","BLCA","SMAD4 BLCA"
"SMAD4","Ub-specific processing proteases","PRAD","SMAD4 PRAD"
"SMAD4","Ub-specific processing proteases","OS","SMAD4 OS"
"SMC1A","SUMO E3 ligases SUMOylate target proteins","GBM","SMC1A GBM"
"SMC1A","SUMO E3 ligases SUMOylate target proteins","BLCA","SMC1A BLCA"
"SMC1A","SUMO E3 ligases SUMOylate target proteins","CESC","SMC1A CESC"
"SMC1A","SUMO E3 ligases SUMOylate target proteins","STAD","SMC1A STAD"
"SMC1A","SUMO E3 ligases SUMOylate target proteins","LUSC","SMC1A LUSC"
"SMC1A","SUMO E3 ligases SUMOylate target proteins","WT","SMC1A WT"
"SMC1A","SUMO E3 ligases SUMOylate target proteins","BRCA","SMC1A BRCA"
"SMC1A","SUMO E3 ligases SUMOylate target proteins","SARC","SMC1A SARC"
"SMC1A","SUMO E3 ligases SUMOylate target proteins","SKCM","SMC1A SKCM"
"SMC1A","SUMO E3 ligases SUMOylate target proteins","READ","SMC1A READ"
"SMC1A","SUMO E3 ligases SUMOylate target proteins","OV","SMC1A OV"
"SMC1A","SUMO E3 ligases SUMOylate target proteins","LAML","SMC1A LAML"
"SMC1A","SUMO E3 ligases SUMOylate target proteins","LUAD","SMC1A LUAD"
"SMC1A","SUMO E3 ligases SUMOylate target proteins","KIRP","SMC1A KIRP"
"SMC1A","SUMO E3 ligases SUMOylate target proteins","COAD","SMC1A COAD"
"SMC1A","SUMO E3 ligases SUMOylate target proteins","PANCAN","SMC1A PANCAN"
"SMC1A","SUMO E3 ligases SUMOylate target proteins","UCS","SMC1A UCS"
"SMC1A","SUMO E3 ligases SUMOylate target proteins","HNSC","SMC1A HNSC"
"SMC1A","SUMO E3 ligases SUMOylate target proteins","UVM","SMC1A UVM"
"SMC1A","SUMO E3 ligases SUMOylate target proteins","UCEC","SMC1A UCEC"
"SMC3","Post-translational protein modification","HNSC","SMC3 HNSC"
"SMC3","Post-translational protein modification","UCEC","SMC3 UCEC"
"SMC3","Post-translational protein modification","KIRC","SMC3 KIRC"
"SPTAN1","Post-translational protein modification","UCEC","SPTAN1 UCEC"
"SPTAN1","Post-translational protein modification","COAD","SPTAN1 COAD"
"SPTAN1","Post-translational protein modification","LUAD","SPTAN1 LUAD"
"SPTAN1","Post-translational protein modification","BLCA","SPTAN1 BLCA"
"SPTAN1","Post-translational protein modification","HNSC","SPTAN1 HNSC"
"SPTAN1","Post-translational protein modification","LIHC","SPTAN1 LIHC"
"SPTAN1","Post-translational protein modification","BRCA","SPTAN1 BRCA"
"SPTB","Post-translational protein modification","LUAD","SPTB LUAD"
"SPTBN2","Post-translational protein modification","COAD","SPTBN2 COAD"
"SPTBN2","Post-translational protein modification","UCEC","SPTBN2 UCEC"
"SPTBN2","Post-translational protein modification","HNSC","SPTBN2 HNSC"
"SRSF2","Transport of Mature mRNA derived from an Intron-Containing Transcript","LAML","SRSF2 LAML"
"SRSF2","Transport of Mature mRNA derived from an Intron-Containing Transcript","BLCA","SRSF2 BLCA"
"SRSF2","Transport of Mature mRNA derived from an Intron-Containing Transcript","UCEC","SRSF2 UCEC"
"SRSF2","Transport of Mature mRNA derived from an Intron-Containing Transcript","UVM","SRSF2 UVM"
"SRSF2","Transport of Mature mRNA derived from an Intron-Containing Transcript","CESC","SRSF2 CESC"
"SRSF3","Transport of Mature mRNA derived from an Intron-Containing Transcript","SARC","SRSF3 SARC"
"SRSF3","Transport of Mature mRNA derived from an Intron-Containing Transcript","SKCM","SRSF3 SKCM"
"SRSF3","Transport of Mature mRNA derived from an Intron-Containing Transcript","CESC","SRSF3 CESC"
"SRSF3","Transport of Mature mRNA derived from an Intron-Containing Transcript","UCEC","SRSF3 UCEC"
"STAG1","Metabolism of proteins","BRCA","STAG1 BRCA"
"STAG1","Metabolism of proteins","KIRC","STAG1 KIRC"
"STAG1","Metabolism of proteins","OV","STAG1 OV"
"STAG1","Metabolism of proteins","OS","STAG1 OS"
"STAG1","Metabolism of proteins","SKCM","STAG1 SKCM"
"STAG1","Metabolism of proteins","UCS","STAG1 UCS"
"STAG1","Metabolism of proteins","KICH","STAG1 KICH"
"STAG1","Metabolism of proteins","LIHC","STAG1 LIHC"
"STAG1","Metabolism of proteins","LUSC","STAG1 LUSC"
"STAG1","Metabolism of proteins","THYM","STAG1 THYM"
"STAG1","Metabolism of proteins","UCEC","STAG1 UCEC"
"STAG1","Metabolism of proteins","COAD","STAG1 COAD"
"STAG1","Metabolism of proteins","NBL","STAG1 NBL"
"STAG1","Metabolism of proteins","CESC","STAG1 CESC"
"STAG1","Metabolism of proteins","STAD","STAG1 STAD"
"STAG1","Metabolism of proteins","PANCAN","STAG1 PANCAN"
"STAG1","Metabolism of proteins","ESCA","STAG1 ESCA"
"STAG1","Metabolism of proteins","GBM","STAG1 GBM"
"STAG1","Metabolism of proteins","BLCA","STAG1 BLCA"
"STAG1","Metabolism of proteins","LUAD","STAG1 LUAD"
"STAG1","Metabolism of proteins","CHOL","STAG1 CHOL"
"STAG1","Metabolism of proteins","READ","STAG1 READ"
"STAG1","Metabolism of proteins","UVM","STAG1 UVM"
"STAG1","Metabolism of proteins","SARC","STAG1 SARC"
"STAG1","Metabolism of proteins","HNSC","STAG1 HNSC"
"STAG2","SUMOylation of DNA damage response and repair proteins","SARC","STAG2 SARC"
"STAG2","SUMOylation of DNA damage response and repair proteins","STAD","STAG2 STAD"
"STAG2","SUMOylation of DNA damage response and repair proteins","THYM","STAG2 THYM"
"STAG2","SUMOylation of DNA damage response and repair proteins","UCEC","STAG2 UCEC"
"STAG2","SUMOylation of DNA damage response and repair proteins","ESCA","STAG2 ESCA"
"STAG2","SUMOylation of DNA damage response and repair proteins","LUSC","STAG2 LUSC"
"STAG2","SUMOylation of DNA damage response and repair proteins","CLLSLL","STAG2 CLLSLL"
"STAG2","SUMOylation of DNA damage response and repair proteins","DLBC","STAG2 DLBC"
"STAG2","SUMOylation of DNA damage response and repair proteins","UCS","STAG2 UCS"
"STAG2","SUMOylation of DNA damage response and repair proteins","PCPCG","STAG2 PCPCG"
"STAG2","SUMOylation of DNA damage response and repair proteins","KIRC","STAG2 KIRC"
"STAG2","SUMOylation of DNA damage response and repair proteins","MESO","STAG2 MESO"
"STAG2","SUMOylation of DNA damage response and repair proteins","LUAD","STAG2 LUAD"
"STAG2","SUMOylation of DNA damage response and repair proteins","SKCM","STAG2 SKCM"
"STAG2","SUMOylation of DNA damage response and repair proteins","CHOL","STAG2 CHOL"
"STAG2","SUMOylation of DNA damage response and repair proteins","LAML","STAG2 LAML"
"STAG2","SUMOylation of DNA damage response and repair proteins","GBM","STAG2 GBM"
"STAG2","SUMOylation of DNA damage response and repair proteins","CESC","STAG2 CESC"
"STAG2","SUMOylation of DNA damage response and repair proteins","OS","STAG2 OS"
"STAG2","SUMOylation of DNA damage response and repair proteins","MBL","STAG2 MBL"
"STAG2","SUMOylation of DNA damage response and repair proteins","LIHC","STAG2 LIHC"
"STAG2","SUMOylation of DNA damage response and repair proteins","COAD","STAG2 COAD"
"STAG2","SUMOylation of DNA damage response and repair proteins","PANCAN","STAG2 PANCAN"
"STAG2","SUMOylation of DNA damage response and repair proteins","HNSC","STAG2 HNSC"
"STAG2","SUMOylation of DNA damage response and repair proteins","BRCA","STAG2 BRCA"
"STAG2","SUMOylation of DNA damage response and repair proteins","BLCA","STAG2 BLCA"
"STAG2","SUMOylation of DNA damage response and repair proteins","READ","STAG2 READ"
"STAG2","SUMOylation of DNA damage response and repair proteins","PAAD","STAG2 PAAD"
"STAG2","SUMOylation of DNA damage response and repair proteins","KIRP","STAG2 KIRP"
"STAT3","Metabolism of proteins","PANCAN","STAT3 PANCAN"
"STAT3","Metabolism of proteins","CGCI-BLGSP","STAT3 CGCI-BLGSP"
"STAT3","Metabolism of proteins","BLCA","STAT3 BLCA"
"STAT3","Metabolism of proteins","UCEC","STAT3 UCEC"
"STAT3","Metabolism of proteins","COAD","STAT3 COAD"
"STAT3","Metabolism of proteins","PRAD","STAT3 PRAD"
"STAT3","Metabolism of proteins","UCS","STAT3 UCS"
"STAT3","Metabolism of proteins","LIHC","STAT3 LIHC"
"STAT3","Metabolism of proteins","HNSC","STAT3 HNSC"
"STAT3","Metabolism of proteins","ESCA","STAT3 ESCA"
"STAT3","Metabolism of proteins","LUSC","STAT3 LUSC"
"STAT3","Metabolism of proteins","LUAD","STAT3 LUAD"
"STAT3","Metabolism of proteins","CLLE","STAT3 CLLE"
"STAT3","Metabolism of proteins","CESC","STAT3 CESC"
"STAT3","Metabolism of proteins","SKCM","STAT3 SKCM"
"STAT3","Metabolism of proteins","DLBC","STAT3 DLBC"
"STAT3","Metabolism of proteins","BRCA","STAT3 BRCA"
"STAT3","Metabolism of proteins","STAD","STAT3 STAD"
"STK11","Integration of energy metabolism","CESC","STK11 CESC"
"STK11","Integration of energy metabolism","LUAD","STK11 LUAD"
"STK11","Integration of energy metabolism","PANCAN","STK11 PANCAN"
"STK11","Integration of energy metabolism","STAD","STK11 STAD"
"STK11","Integration of energy metabolism","PAAD","STK11 PAAD"
"STK11","Integration of energy metabolism","UCEC","STK11 UCEC"
"STK11","Integration of energy metabolism","ESCA","STK11 ESCA"
"STK11","Integration of energy metabolism","COAD","STK11 COAD"
