"","CancerType","Pathway","Gene"
"2287","LIHC","Oxidative phosphorylation","NDUFB2"
"2288","LIHC","Oxidative phosphorylation","NDUFB3"
"2289","LIHC","Oxidative phosphorylation","NDUFB4"
"2290","LIHC","Oxidative phosphorylation","NDUFB5"
"2291","LIHC","Oxidative phosphorylation","NDUFB6"
"2292","LIHC","Oxidative phosphorylation","NDUFB7"
"2293","LIHC","Oxidative phosphorylation","NDUFB8"
"2294","LIHC","Oxidative phosphorylation","NDUFB9"
"2295","LIHC","Oxidative phosphorylation","NDUFB10"
"2296","LIHC","Oxidative phosphorylation","NDUFB11"
"2297","LIHC","Oxidative phosphorylation","NDUFC1"
"2298","LIHC","Oxidative phosphorylation","NDUFC2"
"2299","LIHC","Oxidative phosphorylation","NDUFC2-KCTD14"
"2300","LIHC","Oxidative phosphorylation","SDHA"
"2301","LIHC","Oxidative phosphorylation","SDHB"
"2302","LIHC","Oxidative phosphorylation","SDHC"
"2303","LIHC","Oxidative phosphorylation","SDHD"
"2304","LIHC","Oxidative phosphorylation","UQCRFS1"
"2305","LIHC","Oxidative phosphorylation","CYTB"
"2306","LIHC","Oxidative phosphorylation","CYC1"
"2307","LIHC","Oxidative phosphorylation","UQCRC1"
"2308","LIHC","Oxidative phosphorylation","UQCRC2"
"2309","LIHC","Oxidative phosphorylation","UQCRH"
"2310","LIHC","Oxidative phosphorylation","UQCRHL"
"2311","LIHC","Oxidative phosphorylation","UQCRB"
"2312","LIHC","Oxidative phosphorylation","UQCRQ"
"2313","LIHC","Oxidative phosphorylation","UQCR10"
"2314","LIHC","Oxidative phosphorylation","UQCR11"
"2315","LIHC","Oxidative phosphorylation","COX10"
"2316","LIHC","Oxidative phosphorylation","COX3"
"2317","LIHC","Oxidative phosphorylation","COX1"
"2318","LIHC","Oxidative phosphorylation","COX2"
"2319","LIHC","Oxidative phosphorylation","COX4I2"
"2320","LIHC","Oxidative phosphorylation","COX4I1"
"2321","LIHC","Oxidative phosphorylation","COX5A"
"2322","LIHC","Oxidative phosphorylation","COX5B"
"2323","LIHC","Oxidative phosphorylation","COX6A1"
"2324","LIHC","Oxidative phosphorylation","COX6A2"
"2325","LIHC","Oxidative phosphorylation","COX6B1"
"2326","LIHC","Oxidative phosphorylation","COX6B2"
"2327","LIHC","Oxidative phosphorylation","COX6C"
"2328","LIHC","Oxidative phosphorylation","COX7A1"
"2329","LIHC","Oxidative phosphorylation","COX7A2"
"2330","LIHC","Oxidative phosphorylation","COX7A2L"
"2331","LIHC","Oxidative phosphorylation","COX7B"
"2332","LIHC","Oxidative phosphorylation","COX7B2"
"2333","LIHC","Oxidative phosphorylation","COX7C"
"2334","LIHC","Oxidative phosphorylation","COX8C"
"2335","LIHC","Oxidative phosphorylation","COX8A"
"2336","LIHC","Oxidative phosphorylation","COX11"
"2337","LIHC","Oxidative phosphorylation","COX15"
"2338","LIHC","Oxidative phosphorylation","COX17"
"2339","LIHC","Oxidative phosphorylation","CYCS"
"2340","LIHC","Oxidative phosphorylation","ATP5F1A"
"2341","LIHC","Oxidative phosphorylation","ATP5F1B"
"2342","LIHC","Oxidative phosphorylation","ATP5F1C"
"2343","LIHC","Oxidative phosphorylation","ATP5F1D"
"2344","LIHC","Oxidative phosphorylation","ATP5F1E"
"2345","LIHC","Oxidative phosphorylation","ATP5PO"
"2346","LIHC","Oxidative phosphorylation","ATP6"
"2347","LIHC","Oxidative phosphorylation","ATP5PB"
"2348","PAST","Oxidative phosphorylation","NDUFB6"
"2349","PAST","Oxidative phosphorylation","NDUFB7"
"2350","PAST","Oxidative phosphorylation","NDUFB8"
"2351","LIHC","Oxidative phosphorylation","ATP5PD"
"2352","LIHC","Oxidative phosphorylation","ATP5ME"
"2353","LIHC","Oxidative phosphorylation","ATP5MF"
"2354","LIHC","Oxidative phosphorylation","ATP5MG"
"2355","LIHC","Oxidative phosphorylation","ATP5MGL"
"2356","LIHC","Oxidative phosphorylation","ATP5PF"
"2357","LIHC","Oxidative phosphorylation","ATP8"
"2358","LIHC","Oxidative phosphorylation","ATP6V1A"
"2359","LIHC","Oxidative phosphorylation","ATP6V1B1"
"2360","LIHC","Oxidative phosphorylation","ATP6V1B2"
"2361","LIHC","Oxidative phosphorylation","ATP6V1C2"
"2362","LIHC","Oxidative phosphorylation","ATP6V1C1"
"2363","LIHC","Oxidative phosphorylation","ATP6V1D"
"2364","LIHC","Oxidative phosphorylation","ATP6V1E2"
"2365","LIHC","Oxidative phosphorylation","ATP6V1E1"
"2366","LIHC","Oxidative phosphorylation","ATP6V1F"
"2367","LIHC","Oxidative phosphorylation","ATP6V1FP2"
"2368","LIHC","Oxidative phosphorylation","ATP6V1G1"
"2369","LIHC","Oxidative phosphorylation","ATP6V1G3"
"2370","LIHC","Oxidative phosphorylation","ATP6V1G2"
"2371","LIHC","Oxidative phosphorylation","ATP6V1H"
"2372","LIHC","Oxidative phosphorylation","TCIRG1"
"2373","LIHC","Oxidative phosphorylation","ATP6V0A2"
"2374","LIHC","Oxidative phosphorylation","ATP6V0A4"
"2375","LIHC","Oxidative phosphorylation","ATP6V0A1"
"2376","LIHC","Oxidative phosphorylation","ATP6V0C"
"2377","LIHC","Oxidative phosphorylation","ATP6V0B"
"2378","LIHC","Oxidative phosphorylation","ATP6V0D1"
"2379","LIHC","Oxidative phosphorylation","ATP6V0D2"
"2380","LIHC","Oxidative phosphorylation","ATP6V0E1"
"2381","LIHC","Oxidative phosphorylation","ATP6V0E2"
"2382","LIHC","Oxidative phosphorylation","ATP6AP1"
"2383","LIHC","Oxidative phosphorylation","ATP4A"
"2384","LIHC","Oxidative phosphorylation","ATP4B"
"2385","LIHC","Oxidative phosphorylation","ATP12A"
"2386","LIHC","Oxidative phosphorylation","PPA2"
"2387","LIHC","Oxidative phosphorylation","PPA1"
"2388","LIHC","Oxidative phosphorylation","LHPP"
"2389","SARC","Oxidative phosphorylation","COX7A2"
"2390","SARC","Oxidative phosphorylation","COX7A2L"
"2391","SARC","Oxidative phosphorylation","COX7B"
"2392","SARC","Oxidative phosphorylation","COX7B2"
"2393","SARC","Oxidative phosphorylation","COX7C"
"2394","SARC","Oxidative phosphorylation","COX8C"
"2395","SARC","Oxidative phosphorylation","COX8A"
"2396","SARC","Oxidative phosphorylation","COX11"
"2397","SARC","Oxidative phosphorylation","COX15"
"2398","SARC","Oxidative phosphorylation","COX17"
"2399","SARC","Oxidative phosphorylation","CYCS"
"2400","SARC","Oxidative phosphorylation","ATP5F1A"
"2401","SARC","Oxidative phosphorylation","ATP5F1B"
"2402","SARC","Oxidative phosphorylation","ATP5F1C"
"2403","SARC","Oxidative phosphorylation","ATP5F1D"
"2404","CGCI-BLGSP","Oxidative phosphorylation","COX6B2"
"2405","CGCI-BLGSP","Oxidative phosphorylation","COX6C"
"2406","CGCI-BLGSP","Oxidative phosphorylation","COX7A1"
"2407","CGCI-BLGSP","Oxidative phosphorylation","COX7A2"
"2408","CGCI-BLGSP","Oxidative phosphorylation","COX7A2L"
"2409","CGCI-BLGSP","Oxidative phosphorylation","COX7B"
"2410","CGCI-BLGSP","Oxidative phosphorylation","COX7B2"
"2411","CGCI-BLGSP","Oxidative phosphorylation","COX7C"
"2412","CGCI-BLGSP","Oxidative phosphorylation","COX8C"
"2413","CGCI-BLGSP","Oxidative phosphorylation","COX8A"
"2414","CGCI-BLGSP","Oxidative phosphorylation","COX11"
"2415","CGCI-BLGSP","Oxidative phosphorylation","COX15"
"2416","CGCI-BLGSP","Oxidative phosphorylation","COX17"
"2417","CGCI-BLGSP","Oxidative phosphorylation","CYCS"
"2418","CGCI-BLGSP","Oxidative phosphorylation","ATP5F1A"
"2419","CGCI-BLGSP","Oxidative phosphorylation","ATP5F1B"
"2420","CGCI-BLGSP","Oxidative phosphorylation","ATP5F1C"
"2421","CGCI-BLGSP","Oxidative phosphorylation","ATP5F1D"
"2422","CGCI-BLGSP","Oxidative phosphorylation","ATP5F1E"
"2423","CGCI-BLGSP","Oxidative phosphorylation","ATP5PO"
"2424","CGCI-BLGSP","Oxidative phosphorylation","ATP6"
"2425","CGCI-BLGSP","Oxidative phosphorylation","ATP5PB"
"2426","CGCI-BLGSP","Oxidative phosphorylation","ATP5MC1"
"2427","CGCI-BLGSP","Oxidative phosphorylation","ATP5MC2"
"2428","CGCI-BLGSP","Oxidative phosphorylation","ATP5MC3"
"2429","CGCI-BLGSP","Oxidative phosphorylation","ATP5PD"
"2430","CGCI-BLGSP","Oxidative phosphorylation","ATP5ME"
"2431","CGCI-BLGSP","Oxidative phosphorylation","ATP5MF"
"2432","CGCI-BLGSP","Oxidative phosphorylation","ATP5MG"
"2433","LAML","Oxidative phosphorylation","COX1"
"2434","LAML","Oxidative phosphorylation","COX2"
"2435","LAML","Oxidative phosphorylation","COX4I2"
"2436","LAML","Oxidative phosphorylation","COX4I1"
"2437","LAML","Oxidative phosphorylation","COX5A"
"2438","LAML","Oxidative phosphorylation","COX5B"
"2439","LAML","Oxidative phosphorylation","COX6A1"
"2440","LAML","Oxidative phosphorylation","COX6A2"
"2441","KIRC","Oxidative phosphorylation","ATP6V0A2"
"2442","KIRC","Oxidative phosphorylation","ATP6V0A4"
"2443","KIRC","Oxidative phosphorylation","ATP6V0A1"
"2444","KIRC","Oxidative phosphorylation","ATP6V0C"
"2445","CGCI-BLGSP","Oxidative phosphorylation","ATP6V1FP2"
"2446","CGCI-BLGSP","Oxidative phosphorylation","ATP6V1G1"
"2447","CGCI-BLGSP","Oxidative phosphorylation","ATP6V1G3"
"2448","LAML","Oxidative phosphorylation","COX7B2"
"2449","LAML","Oxidative phosphorylation","COX7C"
"2450","LAML","Oxidative phosphorylation","COX8C"
"2451","LAML","Oxidative phosphorylation","COX8A"
"2452","LAML","Oxidative phosphorylation","COX11"
"2453","LAML","Oxidative phosphorylation","COX15"
"2454","LAML","Oxidative phosphorylation","COX17"
"2455","LAML","Oxidative phosphorylation","CYCS"
"2456","LAML","Oxidative phosphorylation","ATP5F1A"
"2457","LAML","Oxidative phosphorylation","ATP5F1B"
"2458","LAML","Oxidative phosphorylation","ATP5F1C"
"2459","LAML","Oxidative phosphorylation","ATP5F1D"
"2460","LAML","Oxidative phosphorylation","ATP5F1E"
"2461","LAML","Oxidative phosphorylation","ATP5PO"
"2462","LAML","Oxidative phosphorylation","ATP6"
"2463","LAML","Oxidative phosphorylation","ATP5PB"
"2464","LAML","Oxidative phosphorylation","ATP5MC1"
"2465","ACYC","Oxidative phosphorylation","COX4I1"
"2466","ACYC","Oxidative phosphorylation","COX5A"
"2467","ACYC","Oxidative phosphorylation","COX5B"
"2468","ACYC","Oxidative phosphorylation","COX6A1"
"2469","ACYC","Oxidative phosphorylation","COX6A2"
"2470","ACYC","Oxidative phosphorylation","COX6B1"
"2471","ACYC","Oxidative phosphorylation","COX6B2"
"2472","ACYC","Oxidative phosphorylation","COX6C"
"2473","ACYC","Oxidative phosphorylation","COX7A1"
"2474","ACYC","Oxidative phosphorylation","COX7A2"
"2475","LAML","Oxidative phosphorylation","ATP6V1B1"
"2476","LAML","Oxidative phosphorylation","ATP6V1B2"
"2477","LAML","Oxidative phosphorylation","ATP6V1C2"
"2478","OVT","Oxidative phosphorylation","ATP5F1B"
"2479","OVT","Oxidative phosphorylation","ATP5F1C"
"2480","OVT","Oxidative phosphorylation","ATP5F1D"
"2481","ESCA","Oxidative phosphorylation","NDUFB5"
"2482","ESCA","Oxidative phosphorylation","NDUFB6"
"2483","ESCA","Oxidative phosphorylation","NDUFB7"
"2484","ESCA","Oxidative phosphorylation","NDUFB8"
"2485","ESCA","Oxidative phosphorylation","NDUFB9"
"2486","ESCA","Oxidative phosphorylation","NDUFB10"
"2487","ESCA","Oxidative phosphorylation","NDUFB11"
"2488","ESCA","Oxidative phosphorylation","NDUFC1"
"2489","ESCA","Oxidative phosphorylation","NDUFC2"
"2490","ESCA","Oxidative phosphorylation","NDUFC2-KCTD14"
"2491","ESCA","Oxidative phosphorylation","SDHA"
"2492","ESCA","Oxidative phosphorylation","SDHB"
"2493","ESCA","Oxidative phosphorylation","SDHC"
"2494","ESCA","Oxidative phosphorylation","SDHD"
"2495","ESCA","Oxidative phosphorylation","UQCRFS1"
"2496","ESCA","Oxidative phosphorylation","CYTB"
"2497","ESCA","Oxidative phosphorylation","CYC1"
"2498","ESCA","Oxidative phosphorylation","UQCRC1"
"2499","ESCA","Oxidative phosphorylation","UQCRC2"
"2500","ESCA","Oxidative phosphorylation","UQCRH"
"2501","ESCA","Oxidative phosphorylation","UQCRHL"
"2502","ESCA","Oxidative phosphorylation","UQCRB"
"2503","ESCA","Oxidative phosphorylation","UQCRQ"
"2504","ESCA","Oxidative phosphorylation","UQCR10"
"2505","ESCA","Oxidative phosphorylation","UQCR11"
"2506","ESCA","Oxidative phosphorylation","COX10"
"2507","ESCA","Oxidative phosphorylation","COX3"
"2508","ESCA","Oxidative phosphorylation","COX1"
"2509","ESCA","Oxidative phosphorylation","COX2"
"2510","ESCA","Oxidative phosphorylation","COX4I2"
"2511","ESCA","Oxidative phosphorylation","COX4I1"
"2512","ESCA","Oxidative phosphorylation","COX5A"
"2513","ESCA","Oxidative phosphorylation","COX5B"
"2514","ESCA","Oxidative phosphorylation","COX6A1"
"2515","ESCA","Oxidative phosphorylation","COX6A2"
"2516","ESCA","Oxidative phosphorylation","COX6B1"
"2517","ESCA","Oxidative phosphorylation","COX6B2"
"2518","ESCA","Oxidative phosphorylation","COX6C"
"2519","LNM","Oxidative phosphorylation","COX2"
"2520","LNM","Oxidative phosphorylation","COX4I2"
"2521","LNM","Oxidative phosphorylation","COX4I1"
"2522","LNM","Oxidative phosphorylation","COX5A"
"2523","LNM","Oxidative phosphorylation","COX5B"
"2524","LNM","Oxidative phosphorylation","COX6A1"
"2525","PCM","Oxidative phosphorylation","NDUFAB1"
"2526","PCM","Oxidative phosphorylation","NDUFA11"
"2527","PCM","Oxidative phosphorylation","NDUFA12"
"2528","MESO","Oxidative phosphorylation","COX10"
"2529","PCM","Oxidative phosphorylation","NDUFB1"
"2530","PCM","Oxidative phosphorylation","NDUFB2"
"2531","PCM","Oxidative phosphorylation","NDUFB3"
"2532","MESO","Oxidative phosphorylation","COX4I2"
"2533","MESO","Oxidative phosphorylation","COX4I1"
"2534","MESO","Oxidative phosphorylation","COX5A"
"2535","MESO","Oxidative phosphorylation","COX5B"
"2536","MESO","Oxidative phosphorylation","COX6A1"
"2537","MESO","Oxidative phosphorylation","COX6A2"
"2538","MESO","Oxidative phosphorylation","COX6B1"
"2539","PCM","Oxidative phosphorylation","NDUFB11"
"2540","PCM","Oxidative phosphorylation","NDUFC1"
"2541","PCM","Oxidative phosphorylation","NDUFC2"
"2542","PCM","Oxidative phosphorylation","NDUFC2-KCTD14"
"2543","PCM","Oxidative phosphorylation","SDHA"
"2544","PCM","Oxidative phosphorylation","SDHB"
"2545","PCM","Oxidative phosphorylation","SDHC"
"2546","PCM","Oxidative phosphorylation","SDHD"
"2547","PCM","Oxidative phosphorylation","UQCRFS1"
"2548","PCM","Oxidative phosphorylation","CYTB"
"2549","PCM","Oxidative phosphorylation","CYC1"
"2550","PCM","Oxidative phosphorylation","UQCRC1"
"2551","READ","Oxidative phosphorylation","ATP4B"
"2552","READ","Oxidative phosphorylation","ATP12A"
"2553","READ","Oxidative phosphorylation","PPA2"
"2554","KIRP","Oxidative phosphorylation","NDUFA8"
"2555","KIRP","Oxidative phosphorylation","NDUFA9"
"2556","KIRP","Oxidative phosphorylation","NDUFA10"
"2557","PCM","Oxidative phosphorylation","UQCR11"
"2558","PCM","Oxidative phosphorylation","COX10"
"2559","KIRP","Oxidative phosphorylation","NDUFA12"
"2560","KIRP","Oxidative phosphorylation","NDUFA13"
"2561","KIRP","Oxidative phosphorylation","NDUFB1"
"2562","KIRP","Oxidative phosphorylation","NDUFB2"
"2563","KIRP","Oxidative phosphorylation","NDUFB3"
"2564","KIRP","Oxidative phosphorylation","NDUFB4"
"2565","KIRP","Oxidative phosphorylation","NDUFB5"
"2566","KIRP","Oxidative phosphorylation","NDUFB6"
"2567","KIRP","Oxidative phosphorylation","NDUFB7"
"2568","KIRP","Oxidative phosphorylation","NDUFB8"
"2569","LNM","Oxidative phosphorylation","ATP6V1G1"
"2570","LNM","Oxidative phosphorylation","ATP6V1G3"
"2571","LNM","Oxidative phosphorylation","ATP6V1G2"
"2572","LNM","Oxidative phosphorylation","ATP6V1H"
"2573","LNM","Oxidative phosphorylation","TCIRG1"
"2574","LNM","Oxidative phosphorylation","ATP6V0A2"
"2575","CESC","Oxidative phosphorylation","COX4I2"
"2576","CESC","Oxidative phosphorylation","COX4I1"
"2577","CESC","Oxidative phosphorylation","COX5A"
"2578","CESC","Oxidative phosphorylation","COX5B"
"2579","CESC","Oxidative phosphorylation","COX6A1"
"2580","CESC","Oxidative phosphorylation","COX6A2"
"2581","CESC","Oxidative phosphorylation","COX6B1"
"2582","PAAD","Oxidative phosphorylation","NDUFS2"
"2583","PAAD","Oxidative phosphorylation","NDUFS3"
"2584","PAAD","Oxidative phosphorylation","NDUFS4"
"2585","PAAD","Oxidative phosphorylation","NDUFS5"
"2586","KIRP","Oxidative phosphorylation","UQCRQ"
"2587","KIRP","Oxidative phosphorylation","UQCR10"
"2588","KIRP","Oxidative phosphorylation","UQCR11"
"2589","KIRP","Oxidative phosphorylation","COX10"
"2590","KIRP","Oxidative phosphorylation","COX3"
"2591","KIRP","Oxidative phosphorylation","COX1"
"2592","CESC","Oxidative phosphorylation","COX11"
"2593","CESC","Oxidative phosphorylation","COX15"
"2594","CESC","Oxidative phosphorylation","COX17"
"2595","CESC","Oxidative phosphorylation","CYCS"
"2596","CESC","Oxidative phosphorylation","ATP5F1A"
"2597","CHOL","Oxidative phosphorylation","NDUFS2"
"2598","CHOL","Oxidative phosphorylation","NDUFS3"
"2599","CESC","Oxidative phosphorylation","ATP5F1D"
"2600","CESC","Oxidative phosphorylation","ATP5F1E"
"2601","CESC","Oxidative phosphorylation","ATP5PO"
"2602","CESC","Oxidative phosphorylation","ATP6"
"2603","CHOL","Oxidative phosphorylation","NDUFS8"
"2604","CHOL","Oxidative phosphorylation","NDUFV1"
"2605","CHOL","Oxidative phosphorylation","NDUFV2"
"2606","CHOL","Oxidative phosphorylation","NDUFV3"
"2607","KICH","Oxidative phosphorylation","ATP6V0E1"
"2608","KICH","Oxidative phosphorylation","ATP6V0E2"
"2609","KICH","Oxidative phosphorylation","ATP6AP1"
"2610","CHOL","Oxidative phosphorylation","NDUFA4"
"2611","CHOL","Oxidative phosphorylation","NDUFA4L2"
"2612","CHOL","Oxidative phosphorylation","NDUFA5"
"2613","CHOL","Oxidative phosphorylation","NDUFA6"
"2614","CHOL","Oxidative phosphorylation","NDUFA7"
"2615","CHOL","Oxidative phosphorylation","NDUFA8"
"2616","CHOL","Oxidative phosphorylation","NDUFA9"
"2617","CHOL","Oxidative phosphorylation","NDUFA10"
"2618","CHOL","Oxidative phosphorylation","NDUFAB1"
"2619","CHOL","Oxidative phosphorylation","NDUFA11"
"2620","CHOL","Oxidative phosphorylation","NDUFA12"
"2621","CHOL","Oxidative phosphorylation","NDUFA13"
"2622","CHOL","Oxidative phosphorylation","NDUFB1"
"2623","CHOL","Oxidative phosphorylation","NDUFB2"
"2624","CHOL","Oxidative phosphorylation","NDUFB3"
"2625","CHOL","Oxidative phosphorylation","NDUFB4"
"2626","CHOL","Oxidative phosphorylation","NDUFB5"
"2627","CHOL","Oxidative phosphorylation","NDUFB6"
"2628","CHOL","Oxidative phosphorylation","NDUFB7"
"2629","CHOL","Oxidative phosphorylation","NDUFB8"
"2630","CHOL","Oxidative phosphorylation","NDUFB9"
"2631","CHOL","Oxidative phosphorylation","NDUFB10"
"2632","CHOL","Oxidative phosphorylation","NDUFB11"
"2633","CHOL","Oxidative phosphorylation","NDUFC1"
"2634","CHOL","Oxidative phosphorylation","NDUFC2"
"2635","CHOL","Oxidative phosphorylation","NDUFC2-KCTD14"
"2636","CHOL","Oxidative phosphorylation","SDHA"
"2637","CHOL","Oxidative phosphorylation","SDHB"
"2638","CHOL","Oxidative phosphorylation","SDHC"
"2639","CHOL","Oxidative phosphorylation","SDHD"
"2640","SCLC","Oxidative phosphorylation","ATP6V1C1"
"2641","SCLC","Oxidative phosphorylation","ATP6V1D"
"2642","SCLC","Oxidative phosphorylation","ATP6V1E2"
"2643","SCLC","Oxidative phosphorylation","ATP6V1E1"
"2644","SCLC","Oxidative phosphorylation","ATP6V1F"
"2645","SCLC","Oxidative phosphorylation","ATP6V1FP2"
"2646","SCLC","Oxidative phosphorylation","ATP6V1G1"
"2647","SCLC","Oxidative phosphorylation","ATP6V1G3"
"2648","SCLC","Oxidative phosphorylation","ATP6V1G2"
"2649","SCLC","Oxidative phosphorylation","ATP6V1H"
"2650","SCLC","Oxidative phosphorylation","TCIRG1"
"2651","SCLC","Oxidative phosphorylation","ATP6V0A2"
"2652","SCLC","Oxidative phosphorylation","ATP6V0A4"
"2653","SCLC","Oxidative phosphorylation","ATP6V0A1"
"2654","SCLC","Oxidative phosphorylation","ATP6V0C"
"2655","SCLC","Oxidative phosphorylation","ATP6V0B"
"2656","SCLC","Oxidative phosphorylation","ATP6V0D1"
"2657","SCLC","Oxidative phosphorylation","ATP6V0D2"
"2658","SCLC","Oxidative phosphorylation","ATP6V0E1"
"2659","SCLC","Oxidative phosphorylation","ATP6V0E2"
"2660","LUAD","Oxidative phosphorylation","ND1"
"2661","LUAD","Oxidative phosphorylation","ND2"
"2662","LUAD","Oxidative phosphorylation","ND3"
"2663","LUAD","Oxidative phosphorylation","ND4"
"2664","LUAD","Oxidative phosphorylation","ND4L"
"2665","LUAD","Oxidative phosphorylation","ND5"
"2666","LUAD","Oxidative phosphorylation","ND6"
"2667","LUAD","Oxidative phosphorylation","NDUFS1"
"2668","LUAD","Oxidative phosphorylation","NDUFS2"
"2669","LUAD","Oxidative phosphorylation","NDUFS3"
